,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L12,L14,W12,W14,Check,L11,L13,W11,W13,L10,W10,L9,W9,L15,W15
717,400470,3357651,Kar12,127491,https://doi.org/10.15454/JQK4DZ,DK4676A_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400470.0,,2.0,22.0,"REPLICATE>BLOCK>PLOT:400470,REPLICATE>BLOCK:8,REPLICATE:1",watered,3834.3558282209,285.3458823529,"61,4081018268","60,4198781532",10.9411764706,260,305,160,"0,98822367360",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,400160,3357296,Kar12,127491,https://doi.org/10.15454/JQK4DZ,DK4676A_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400160.0,,13.0,9.0,"REPLICATE>BLOCK>PLOT:400160,REPLICATE>BLOCK:14,REPLICATE:2",watered,3354.9741602067,295.84,"63,8763017097","64,6808710156",9.9253555556,245,300,140,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,3097water_regimewatered,3338693,Kar12,127491,https://doi.org/10.15454/JQK4DZ,DK4676A_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,335.554152681,61.7981400173,61.4215047314,252.604683724,3167.1211264194,300.6167105502,147.6571382136,,,2012,16.766238952,15.606013949,13.5464286349,244.237,215.152,869.421,-23.0294028723,-24.5928654589,30.3451780669,29.0061083766,26.6904373044,,,,,,,,,,,,,,,,
720,3097water_regimerainfed,3338447,Kar12,127491,https://doi.org/10.15454/JQK4DZ,DK4676A_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,315.5729877719,62.1745627795,61.4849616213,247.5616187104,3436.8959067069,293.8511174015,137.2149314424,,,2012,16.766238952,15.606013949,13.5464286349,244.237,215.152,869.421,-23.0294028723,-24.5928654589,30.3451780669,29.0061083766,26.6904373044,,,,,,,,,,,,,,,,
721,401925,3358490,Kar12,127492,https://doi.org/10.15454/GEYWPP,EP29_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401925.0,,2.0,41.0,"REPLICATE>BLOCK>PLOT:401925,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,4715.0471504715,227.3211764706,"63,8763017097","64,6808710156",10.7183006536,245,295,145,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,401452,3357970,Kar12,127492,https://doi.org/10.15454/GEYWPP,EP29_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401452.0,,8.0,36.0,"REPLICATE>BLOCK>PLOT:401452,REPLICATE>BLOCK:16,REPLICATE:2",rainfed,4321.9473890852,230.0623529412,"65,5409150764","66,5017492524",9.9431738562,240,295,145,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,401625,3358163,Kar12,127492,https://doi.org/10.15454/GEYWPP,EP29_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401625.0,,3.0,8.0,"REPLICATE>BLOCK>PLOT:401625,REPLICATE>BLOCK:5,REPLICATE:1",rainfed,4554.377699254,230.7282352941,"63,8763017097","64,6808710156",10.5082352941,275,315,150,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,400332,3357494,Kar12,127492,https://doi.org/10.15454/GEYWPP,EP29_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400332.0,,7.0,5.0,"REPLICATE>BLOCK>PLOT:400332,REPLICATE>BLOCK:25,REPLICATE:1",watered,5022.5502255023,232.4223529412,"61,4081018268","61,4081018268",11.6735294118,260,300,145,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,400077,3357201,Kar12,127492,https://doi.org/10.15454/GEYWPP,EP29_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400077.0,,16.0,21.0,"REPLICATE>BLOCK>PLOT:400077,REPLICATE>BLOCK:27,REPLICATE:2",watered,4382.9296424452,238.34,"63,8763017097","64,6808710156",10.4462745098,265,305,165,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,3098water_regimewatered,3338694,Kar12,127492,https://doi.org/10.15454/GEYWPP,EP29_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,278.5825320128,62.8502003156,63.3423497033,259.083337231,4799.2480760417,298.3605733893,150.1186955622,,,2012,16.7634496002,15.5941042241,13.3774401227,257.867,253.188,832.78,-22.5576118326,-24.5986926359,30.33900291,29.0508754188,26.4289236452,,,,,,,,,,,,,,,,
727,3098water_regimerainfed,3338448,Kar12,127492,https://doi.org/10.15454/GEYWPP,EP29_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,278.1576808129,64.866572451,65.6918424844,253.9948402779,4520.6062040895,302.3765930427,147.2248456125,,,2012,16.7634496002,15.809722881,13.2817615466,257.867,241.43,808.182,-22.6756038647,-24.5897228235,30.33900291,29.333795701,26.3072020684,,,,,,,,,,,,,,,,
728,401912,3358475,Kar12,127493,https://doi.org/10.15454/2D05EV,NC358_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401912.0,,3.0,45.0,"REPLICATE>BLOCK>PLOT:401912,REPLICATE>BLOCK:5,REPLICATE:3",rainfed,5734.0930674264,188.0258823529,"67,7009590372","69,1249593066",10.781579085,235,290,145,"-1,42400026940",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,401298,3357800,Kar12,127493,https://doi.org/10.15454/2D05EV,NC358_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401298.0,,12.0,26.0,"REPLICATE>BLOCK>PLOT:401298,REPLICATE>BLOCK:23,REPLICATE:2",rainfed,6366.2374821173,184.4811764706,"72,0947386844","73,6032268316",11.7445098039,260,285,150,"-1,50848814720",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,401505,3358029,Kar12,127493,https://doi.org/10.15454/2D05EV,NC358_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401505.0,,6.0,17.0,"REPLICATE>BLOCK>PLOT:401505,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,6152.4334251607,188.4752941176,"70,6080789845","73,6032268316",11.5958169935,255,300,150,"-2,99514784710",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,400266,3357418,Kar12,127493,https://doi.org/10.15454/2D05EV,NC358_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400266.0,,9.0,15.0,"REPLICATE>BLOCK>PLOT:400266,REPLICATE>BLOCK:35,REPLICATE:1",watered,4590.5059989567,173.1564705882,"72,0947386844","73,6032268316",7.9487581699,245,290,150,"-1,50848814720",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,400217,3357361,Kar12,127493,https://doi.org/10.15454/2D05EV,NC358_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400217.0,,11.0,8.0,"REPLICATE>BLOCK>PLOT:400217,REPLICATE>BLOCK:6,REPLICATE:2",watered,5530.9734513274,182.9270588235,"72,0947386844","73,6032268316",10.1176470588,250,300,145,"-1,50848814720",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,3099water_regimewatered,3338695,Kar12,127493,https://doi.org/10.15454/2D05EV,NC358_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,223.4067690148,72.3136737379,73.6052930416,256.2085689482,5299.246531638,298.9949982387,155.0834808132,,,2012,16.6738124514,15.8153688739,12.9503600892,307.636,216.09,693.459,-25.2146494709,-23.0542377711,30.1269332808,29.49902354,25.8311885124,,,,,,,,,,,,,,,,
734,3099water_regimerainfed,3338449,Kar12,127493,https://doi.org/10.15454/2D05EV,NC358_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,236.9753426734,70.1367082779,71.6686649757,249.3103915173,6099.1904182874,291.5945712758,147.3028597664,,,2012,16.6738124514,16.0608650505,12.9446222463,307.636,227.879,727.01,-23.7451547619,-23.6325221531,30.1269332808,29.6399950307,25.8848699601,,,,,,,,,,,,,,,,
735,400342,3357505,Kar12,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400342.0,,6.0,6.0,"REPLICATE>BLOCK>PLOT:400342,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,4509.8039215686,227.1,"63,8763017097","64,6808710156",10.2417647059,250,290,130,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,401866,3358424,Kar12,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401866.0,,6.0,54.0,"REPLICATE>BLOCK>PLOT:401866,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,3754.9407114625,215.4964705882,"65,5409150764","66,5017492524",8.0917647059,270,310,160,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,401250,3357747,Kar12,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401250.0,,13.0,23.0,"REPLICATE>BLOCK>PLOT:401250,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,5149.5726495727,211.0588235294,"67,7009590372","70,6080789845",10.868627451,245,295,140,"-2,90711994730",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,401473,3357994,Kar12,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401473.0,,7.0,16.0,"REPLICATE>BLOCK>PLOT:401473,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,4705.4171609332,229.4282352941,"69,1249593066","70,6080789845",10.7955555556,240,305,145,"-1,48311967790",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,400004,3357118,Kar12,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400004.0,,18.0,4.0,"REPLICATE>BLOCK>PLOT:400004,REPLICATE>BLOCK:33,REPLICATE:2",watered,4966.7178699437,194.0235294118,"65,5409150764","66,5017492524",9.6366013072,245,310,145,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,3100water_regimewatered,3338696,Kar12,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,239.6681092117,65.5263813646,66.9572298547,244.1638568014,4635.0621751265,295.6173225005,138.2722196387,,,2012,16.4704199756,16.1761152704,13.398158798,366.886,258.231,788.495,-22.360480859,-24.9122112745,29.5383997614,30.4367407737,26.6238302319,,,,,,,,,,,,,,,,
741,3100water_regimerainfed,3338450,Kar12,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,261.5001670149,66.8529862409,68.5597921727,250.1646953494,4594.702736488,301.4516014835,149.6412014565,,,2012,16.4704199756,16.0805903479,13.2117032633,366.886,230.135,770.018,-23.0756393298,-24.3595325812,29.5383997614,30.5440471684,26.1594297769,,,,,,,,,,,,,,,,
742,401834,3358389,Kar12,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401834.0,,7.0,51.0,"REPLICATE>BLOCK>PLOT:401834,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,3839.8692810458,249.6,"65,5409150764","64,6808710156",9.5843137255,250,300,135,"0,86004406080",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,401221,3357715,Kar12,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401221.0,,14.0,21.0,"REPLICATE>BLOCK>PLOT:401221,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,3968.253968254,231.8894117647,"64,6808710156","66,5017492524",9.2019607843,245,290,150,"-1,82087823680",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,401426,3357941,Kar12,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401426.0,,8.0,10.0,"REPLICATE>BLOCK>PLOT:401426,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,3927.813163482,282.2305882353,"63,8763017097","62,8595758722",11.0854901961,235,295,125,"1,01672583750",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,400400,3357571,Kar12,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400400.0,,4.0,8.0,"REPLICATE>BLOCK>PLOT:400400,REPLICATE>BLOCK:14,REPLICATE:1",watered,3517.877739331,264.52,"63,8763017097","64,6808710156",9.3054901961,250,300,145,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,400149,3357284,Kar12,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400149.0,,13.0,20.0,"REPLICATE>BLOCK>PLOT:400149,REPLICATE>BLOCK:15,REPLICATE:2",watered,4609.0534979424,239.5058823529,"63,8763017097","64,6808710156",11.0389542484,255,305,145,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,3101water_regimewatered,3338697,Kar12,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,275.5742157772,62.7116302405,63.3894882369,254.2507929651,4188.3861247805,301.5802934969,146.9885130806,,,2012,16.766238952,15.6063412385,13.6076969575,244.237,253.188,825.66,-22.489889579,-25.206515621,30.3451780669,29.0112678405,26.9213625403,,,,,,,,,,,,,,,,
748,3101water_regimerainfed,3338451,Kar12,127495,https://doi.org/10.15454/MDSCXQ,11430_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,282.4070197009,64.5621684688,65.0194136474,243.8538450741,3957.0078327861,295.5744406815,136.5504999586,,,2012,16.766238952,15.8124659091,13.4505280078,244.237,256.741,805.296,-22.605787037,-24.992180983,30.3451780669,29.2840500934,26.6842370169,,,,,,,,,,,,,,,,
749,401830,3358384,Kar12,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401830.0,,8.0,54.0,"REPLICATE>BLOCK>PLOT:401830,REPLICATE>BLOCK:16,REPLICATE:3",rainfed,2648.5788113695,226.7364705882,"62,8595758722","64,6808710156",6.0052941176,260,305,150,"-1,82129514340",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,401542,3358070,Kar12,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401542.0,,5.0,19.0,"REPLICATE>BLOCK>PLOT:401542,REPLICATE>BLOCK:9,REPLICATE:2",rainfed,3433.4763948498,190.5117647059,"64,6808710156","67,7009590372",6.5411764706,250,305,135,"-3,02008802160",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,401277,3357777,Kar12,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401277.0,,12.0,5.0,"REPLICATE>BLOCK>PLOT:401277,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,4617.6046176046,193.2247058824,"65,5409150764","67,7009590372",8.9223529412,260,300,155,"-2,16004396080",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,400322,3357482,Kar12,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400322.0,,7.0,15.0,"REPLICATE>BLOCK>PLOT:400322,REPLICATE>BLOCK:27,REPLICATE:1",watered,2879.7145769623,187.48,"62,8595758722","64,6808710156",5.3988888889,270,315,160,"-1,82129514340",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,400249,3357398,Kar12,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400249.0,,10.0,25.0,"REPLICATE>BLOCK>PLOT:400249,REPLICATE>BLOCK:4,REPLICATE:2",watered,4814.8148148148,180.6,"63,8763017097","64,6808710156",8.6955555556,250,305,150,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,3102water_regimewatered,3338698,Kar12,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,213.3286305438,64.215840543,65.5055191792,253.4467618416,3846.8694432189,306.5482039709,147.9374126481,,,2012,16.4426893939,15.8653894949,13.2817615466,232.956,256.741,808.182,-22.5477094017,-24.5897228235,29.8097554549,29.3598862092,26.3072020684,,,,,,,,,,,,,,,,
755,3102water_regimerainfed,3338452,Kar12,127496,https://doi.org/10.15454/IGF7DX,A3_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,240.8395816139,65.0393570163,66.8276645467,255.8706391642,3585.1299721583,304.3406382112,145.6524461057,,,2012,16.4426893939,15.917532634,13.3435754094,232.956,258.231,789.986,-22.863182117,-24.7120439967,29.8097554549,29.4242569524,26.4444002818,,,,,,,,,,,,,,,,
756,400064,3357186,Kar12,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400064.0,,16.0,8.0,"REPLICATE>BLOCK>PLOT:400064,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,3553.9215686275,233.28,"69,1249593066","70,6080789845",8.2905882353,250,295,155,"-1,48311967790",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,401512,3358037,Kar12,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401512.0,,6.0,24.0,"REPLICATE>BLOCK>PLOT:401512,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,3529.883674288,233.3317647059,"65,5409150764","66,5017492524",8.2363398693,245,295,150,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,401266,3357765,Kar12,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401266.0,,13.0,7.0,"REPLICATE>BLOCK>PLOT:401266,REPLICATE>BLOCK:25,REPLICATE:1",rainfed,4641.6546416546,195.6705882353,"64,6808710156","65,5409150764",9.0823529412,245,295,160,"-0,86004406080",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,400459,3357639,Kar12,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400459.0,,2.0,11.0,"REPLICATE>BLOCK>PLOT:400459,REPLICATE>BLOCK:6,REPLICATE:1",watered,3804.347826087,237.6847058824,"62,8595758722","64,6808710156",9.0423529412,265,300,155,"-1,82129514340",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,3103water_regimewatered,3338699,Kar12,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,272.6207443503,65.6254244298,67.0784966584,251.9575663814,3385.1539675848,292.9114168153,151.6689373814,,,2012,16.766238952,15.8688117172,13.3435754094,244.237,234.427,789.986,-22.9315555556,-24.7120439967,30.3451780669,29.3540291111,26.4444002818,,,,,,,,,,,,,,,,
761,3103water_regimerainfed,3338453,Kar12,127497,https://doi.org/10.15454/7OOY7F,A375_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,254.1471995677,64.9187196736,65.4691559272,244.6753238272,4005.9872887252,295.2324761386,155.7671176729,,,2012,16.766238952,15.8124659091,13.3959745405,244.237,241.43,806.787,-22.605787037,-24.7936379968,30.3451780669,29.2840500934,26.5064154879,,,,,,,,,,,,,,,,
762,400090,3357216,Kar12,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400090.0,,15.0,23.0,"REPLICATE>BLOCK>PLOT:400090,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,5043.0504305043,216.8,"66,5017492524","67,7009590372",10.9333333333,265,310,145,"-1,19920978480",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,401735,3358285,Kar12,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401735.0,,13.0,42.0,"REPLICATE>BLOCK>PLOT:401735,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,5425.0559284116,243.6588235294,"63,8763017097","64,6808710156",13.218627451,260,310,145,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,401441,3357958,Kar12,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401441.0,,8.0,25.0,"REPLICATE>BLOCK>PLOT:401441,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,5255.2552552553,236.4517647059,"65,5409150764","66,5017492524",12.4261437908,265,310,155,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,401205,3357696,Kar12,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401205.0,,14.0,5.0,"REPLICATE>BLOCK>PLOT:401205,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,5955.5555555556,199.7058823529,"65,5409150764","66,5017492524",11.8935947712,250,285,135,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,400277,3357431,Kar12,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400277.0,,9.0,4.0,"REPLICATE>BLOCK>PLOT:400277,REPLICATE>BLOCK:33,REPLICATE:1",watered,3877.3148148148,240.5647058824,"63,8763017097","64,6808710156",9.3274509804,260,305,155,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,3104water_regimewatered,3338700,Kar12,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,278.7505980549,64.5922381075,65.6564454328,265.0052430888,4712.8935200863,310.5312894471,154.565216113,,,2012,16.766238952,15.8124659091,13.2817615466,244.237,256.741,808.182,-22.605787037,-24.5897228235,30.3451780669,29.2840500934,26.3072020684,,,,,,,,,,,,,,,,
768,3104water_regimerainfed,3338454,Kar12,127498,https://doi.org/10.15454/X4VLZJ,B109_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,281.4730716673,65.1458205637,66.0376811834,258.7560428911,5565.4765404767,302.1718945293,144.0345183582,,,2012,16.766238952,15.8688117172,13.228527093,244.237,258.231,791.381,-22.9315555556,-24.5064758346,30.3451780669,29.3540291111,26.2433328323,,,,,,,,,,,,,,,,
769,401711,3358259,Kar12,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401711.0,,14.0,43.0,"REPLICATE>BLOCK>PLOT:401711,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,4960.3174603175,243.5011764706,"66,5017492524","69,1249593066",12.0784313725,255,295,145,"-2,62321005420",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,401684,3358228,Kar12,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401684.0,,1.0,21.0,"REPLICATE>BLOCK>PLOT:401684,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,5057.4712643678,226.2,"66,5017492524","69,1249593066",11.44,245,305,135,"-2,62321005420",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,400412,3357585,Kar12,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400412.0,,4.0,20.0,"REPLICATE>BLOCK>PLOT:400412,REPLICATE>BLOCK:15,REPLICATE:1",watered,2659.3806921676,210.9882352941,"66,5017492524","67,7009590372",5.6109803922,240,295,135,"-1,19920978480",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,400204,3357346,Kar12,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400204.0,,11.0,21.0,"REPLICATE>BLOCK>PLOT:400204,REPLICATE>BLOCK:7,REPLICATE:2",watered,NA,NA,"64,6808710156","67,7009590372",11.0708496732,245,295,145,"-3,02008802160",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,401556,3358086,Kar12,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401556.0,,5.0,5.0,"REPLICATE>BLOCK>PLOT:401556,REPLICATE>BLOCK:9,REPLICATE:1",rainfed,4524.627720504,228.6917647059,"67,7009590372","70,6080789845",10.3474509804,250,300,140,"-2,90711994730",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,3105water_regimewatered,3338701,Kar12,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,310.6132836669,65.4119364842,67.7822361801,248.4077375082,2515.1670254967,297.5979094508,147.5129120599,,,2012,16.8773708965,15.758266835,13.3281158086,277.328,279.594,768.623,-23.2181878307,-24.5659149782,30.4573040734,29.3796532325,26.3621245096,,,,,,,,,,,,,,,,
775,3105water_regimerainfed,3338455,Kar12,127499,https://doi.org/10.15454/3XPQEN,B110_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,297.3027261588,66.7080111642,69.6889051319,251.0698593341,4862.211702809,300.2461832107,139.7315479867,,,2012,16.8773708965,15.8216694949,13.0617848027,277.328,251.79,751.779,-23.9611269841,-23.911092703,30.4573040734,29.5330596941,25.9290975085,,,,,,,,,,,,,,,,
776,401879,3358439,Kar12,127500,https://doi.org/10.15454/RYTRV5,C103_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401879.0,,5.0,42.0,"REPLICATE>BLOCK>PLOT:401879,REPLICATE>BLOCK:9,REPLICATE:3",rainfed,3942.6523297491,253.1058823529,"66,5017492524","70,6080789845",9.9790849673,245,305,140,"-4,10632973210",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,401371,3357880,Kar12,127500,https://doi.org/10.15454/RYTRV5,C103_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401371.0,,10.0,27.0,"REPLICATE>BLOCK>PLOT:401371,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,3557.1542765787,224.6894117647,"69,1249593066","72,0947386844",7.9925490196,260,320,140,"-2,96977937780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
