observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date
sw-460BLOCK1PLOT12,3030265,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,2,2,,2015,87,2015-06-06T02:00:00Z,103,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-461BLOCK7PLOT48,3030708,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,24,5,,2015,85,2015-06-04T02:00:00Z,92,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-462BLOCK7PLOT2,3030644,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,21,1,,2015,90,2015-06-09T02:00:00Z,92,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-464BLOCK3PLOT34,3030360,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,6,17,,2015,87,2015-06-06T02:00:00Z,95,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-464BLOCK9PLOT20,3030798,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,28,15,,2015,87,2015-06-06T02:00:00Z,88,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-467BLOCK4PLOT56,3030443,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,10,20,,2015,85,2015-06-04T02:00:00Z,98,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-467BLOCK9PLOT62,3030842,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,30,19,,2015,85,2015-06-04T02:00:00Z,102,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-472BLOCK8PLOT3,3030690,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,23,7,,2015,92,2015-06-11T02:00:00Z,107,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-472BLOCK9PLOT36,3030720,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,24,17,,2015,90,2015-06-09T02:00:00Z,114,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-473BLOCK4PLOT38,3030521,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,14,18,,2015,79,2015-05-29T02:00:00Z,86,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-474BLOCK4PLOT64,3030603,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,18,20,,2015,88,2015-06-07T02:00:00Z,108,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-488BLOCK4PLOT8,3030518,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,14,15,,2015,97,2015-06-16T02:00:00Z,97,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-489BLOCK7PLOT27,3030706,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,24,3,,2015,93,2015-06-12T02:00:00Z,98,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-490BLOCK6PLOT11,3030465,WS2,Wheat_Spring_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,12,2,,2015,89,2015-06-08T02:00:00Z,95,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-492BLOCK1PLOT53,3030289,WS2,Wheat_Spring_MTA,48304,https://doi.org/10.15454/JD1CH6,FAVORI,VIRTUAL_TRIAL,,,,,3,6,,2015,,,,,3,2015-04-24T02:00:00Z
sw-492BLOCK9PLOT59,3030782,WS2,Wheat_Spring_MTA,48304,https://doi.org/10.15454/JD1CH6,FAVORI,VIRTUAL_TRIAL,,,,,27,19,,2015,,,,,3,2015-04-24T02:00:00Z
sw-494BLOCK3PLOT49,3030262,WS2,Wheat_Spring_MTA,60703,https://doi.org/10.15454/VTNSKF,DOUCHANI,VIRTUAL_TRIAL,,,,,1,19,,2015,96,2015-06-15T02:00:00Z,106,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-491BLOCK3PLOT36,3030400,WS2,Wheat_Spring_MTA,48332,https://doi.org/10.15454/X9OC1Y,RUSSISCHER KORSCHOW 149,VIRTUAL_TRIAL,,,,,8,17,,2015,,,,,3,2015-04-24T02:00:00Z
sw-496BLOCK3PLOT46,3030401,WS2,Wheat_Spring_MTA,48283,https://doi.org/10.15454/F7ZGDU,GAHU (NEPALI) OR KYO (SIKKIMESE),VIRTUAL_TRIAL,,,,,8,18,,2015,86,2015-06-05T02:00:00Z,100,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-508BLOCK8PLOT58,3030835,WS2,Wheat_Spring_MTA,48283,https://doi.org/10.15454/F7ZGDU,GAHU (NEPALI) OR KYO (SIKKIMESE),VIRTUAL_TRIAL,,,,,30,12,,2015,86,2015-06-05T02:00:00Z,86,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-078BLOCK1PLOT2,3030264,WS2,Wheat_Spring_MTA,48162,https://doi.org/10.15454/XJRSSR,TRI 2416,VIRTUAL_TRIAL,,,,,2,1,,2015,89,2015-06-08T02:00:00Z,79,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-104BLOCK1PLOT60,3030429,WS2,Wheat_Spring_MTA,48177,https://doi.org/10.15454/ZZNRZX,TRI 11693,VIRTUAL_TRIAL,,,,,10,6,,2015,96,2015-06-15T02:00:00Z,76,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-109BLOCK1PLOT8,3030384,WS2,Wheat_Spring_MTA,48181,https://doi.org/10.15454/AY6WIL,TRI 11658,VIRTUAL_TRIAL,,,,,8,1,,2015,97,2015-06-16T02:00:00Z,77,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-124BLOCK3PLOT54,3030362,WS2,Wheat_Spring_MTA,48192,https://doi.org/10.15454/3ZGRPY,TRI 98,VIRTUAL_TRIAL,,,,,6,19,,2015,,,,,3,2015-04-24T02:00:00Z
sw-124BLOCK9PLOT17,3030738,WS2,Wheat_Spring_MTA,48192,https://doi.org/10.15454/3ZGRPY,TRI 98,VIRTUAL_TRIAL,,,,,25,15,,2015,,,,,3,2015-04-24T02:00:00Z
sw-126BLOCK1PLOT43,3030288,WS2,Wheat_Spring_MTA,48193,https://doi.org/10.15454/RPSK8P,TRI 1640,VIRTUAL_TRIAL,,,,,3,5,,2015,100,2015-06-19T02:00:00Z,114,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-126BLOCK9PLOT31,3030819,WS2,Wheat_Spring_MTA,48193,https://doi.org/10.15454/RPSK8P,TRI 1640,VIRTUAL_TRIAL,,,,,29,16,,2015,94,2015-06-13T02:00:00Z,118,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-127BLOCK4PLOT32,3030600,WS2,Wheat_Spring_MTA,48194,https://doi.org/10.15454/GIF8UU,TRI 1763,VIRTUAL_TRIAL,,,,,18,17,,2015,,,,,3,2015-04-24T02:00:00Z
sw-200BLOCK6PLOT30,3030487,WS2,Wheat_Spring_MTA,48235,https://doi.org/10.15454/QEGP5T,MENCEKI,VIRTUAL_TRIAL,,,,,13,4,,2015,85,2015-06-04T02:00:00Z,102,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-200BLOCK9PLOT34,3030680,WS2,Wheat_Spring_MTA,48235,https://doi.org/10.15454/QEGP5T,MENCEKI,VIRTUAL_TRIAL,,,,,22,17,,2015,84,2015-06-03T02:00:00Z,95,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-141BLOCK3PLOT19,3030259,WS2,Wheat_Spring_MTA,48203,https://doi.org/10.15454/YYWRIY,TRI 10887,VIRTUAL_TRIAL,,,,,1,16,,2015,92,2015-06-11T02:00:00Z,79,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-142BLOCK2PLOT1,3030370,WS2,Wheat_Spring_MTA,48204,https://doi.org/10.15454/DDIYI6,TRI 10959,VIRTUAL_TRIAL,,,,,7,7,,2015,93,2015-06-12T02:00:00Z,96,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-146BLOCK6PLOT56,3030629,WS2,Wheat_Spring_MTA,48208,https://doi.org/10.15454/JJXTUE,TRI 3338,VIRTUAL_TRIAL,,,,,20,6,,2015,85,2015-06-04T02:00:00Z,92,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-146BLOCK9PLOT3,3030657,WS2,Wheat_Spring_MTA,48208,https://doi.org/10.15454/JJXTUE,TRI 3338,VIRTUAL_TRIAL,,,,,21,14,,2015,87,2015-06-06T02:00:00Z,84,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-147BLOCK4PLOT1,3030457,WS2,Wheat_Spring_MTA,48209,https://doi.org/10.15454/XM7ZC8,TRI 12409,VIRTUAL_TRIAL,,,,,11,14,,2015,87,2015-06-06T02:00:00Z,82,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-187BLOCK7PLOT62,3030789,WS2,Wheat_Spring_MTA,48224,https://doi.org/10.15454/8LYTMC,TRI 3342,VIRTUAL_TRIAL,,,,,28,6,,2015,89,2015-06-08T02:00:00Z,89,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-493BLOCK5PLOT7,3030571,WS2,Wheat_Spring_MTA,48270,https://doi.org/10.15454/M8BCJB,WC044,VIRTUAL_TRIAL,,,,,17,8,,2015,93,2015-06-12T02:00:00Z,108,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-497BLOCK4PLOT41,3030581,WS2,Wheat_Spring_MTA,48273,https://doi.org/10.15454/POOTZD,DESI,VIRTUAL_TRIAL,,,,,17,18,,2015,,,,,2,2015-04-24T02:00:00Z
sw-498BLOCK6PLOT15,3030545,WS2,Wheat_Spring_MTA,48274,https://doi.org/10.15454/YBTSMG,DEVE,VIRTUAL_TRIAL,,,,,16,2,,2015,92,2015-06-11T02:00:00Z,87,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-499BLOCK1PLOT32,3030267,WS2,Wheat_Spring_MTA,48275,https://doi.org/10.15454/JOPF53,WC324,VIRTUAL_TRIAL,,,,,2,4,,2015,,,,,3,2015-04-24T02:00:00Z
sw-505BLOCK6PLOT40,3030508,WS2,Wheat_Spring_MTA,48280,https://doi.org/10.15454/TUP9UT,WC562,VIRTUAL_TRIAL,,,,,14,5,,2015,89,2015-06-08T02:00:00Z,102,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-505BLOCK9PLOT51,3030821,WS2,Wheat_Spring_MTA,48280,https://doi.org/10.15454/TUP9UT,WC562,VIRTUAL_TRIAL,,,,,29,18,,2015,84,2015-06-03T02:00:00Z,106,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-506BLOCK2PLOT32,3030393,WS2,Wheat_Spring_MTA,48281,https://doi.org/10.15454/58AH84,WC566,VIRTUAL_TRIAL,,,,,8,10,,2015,85,2015-06-04T02:00:00Z,91,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-507BLOCK3PLOT40,3030281,WS2,Wheat_Spring_MTA,48282,https://doi.org/10.15454/UJGP9A,WC637,VIRTUAL_TRIAL,,,,,2,18,,2015,,,,,3,2015-04-24T02:00:00Z
sw-231BLOCK3PLOT9,3030258,WS2,Wheat_Spring_MTA,48289,https://doi.org/10.15454/5ULUSD,TR99 TP083-TP087,VIRTUAL_TRIAL,,,,,1,15,,2015,94,2015-06-13T02:00:00Z,78,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-233BLOCK8PLOT14,3030751,WS2,Wheat_Spring_MTA,48291,https://doi.org/10.15454/KSQXHY,TR61 TP071-2,VIRTUAL_TRIAL,,,,,26,8,,2015,84,2015-06-03T02:00:00Z,71,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-234BLOCK1PLOT25,3030326,WS2,Wheat_Spring_MTA,48292,https://doi.org/10.15454/VCXSTM,TR69 TP072-2,VIRTUAL_TRIAL,,,,,5,3,,2015,88,2015-06-07T02:00:00Z,99,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-463BLOCK7PLOT28,3030726,WS2,Wheat_Spring_MTA,48305,https://doi.org/10.15454/3GWTAZ,SOOR GHANUM,VIRTUAL_TRIAL,,,,,25,3,,2015,80,2015-05-30T02:00:00Z,69,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-501BLOCK2PLOT57,3030296,WS2,Wheat_Spring_MTA,48305,https://doi.org/10.15454/3GWTAZ,SOOR GHANUM,VIRTUAL_TRIAL,,,,,3,13,,2015,86,2015-06-05T02:00:00Z,89,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-235BLOCK3PLOT59,3030283,WS2,Wheat_Spring_MTA,48293,https://doi.org/10.15454/GHKKY8,TR94 TP078-1,VIRTUAL_TRIAL,,,,,2,20,,2015,89,2015-06-08T02:00:00Z,79,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-236BLOCK3PLOT39,3030261,WS2,Wheat_Spring_MTA,48294,https://doi.org/10.15454/JJV9KQ,TR95 TP080-1,VIRTUAL_TRIAL,,,,,1,18,,2015,89,2015-06-08T02:00:00Z,84,2015-07-06T02:00:00Z,1,2015-04-24T02:00:00Z
sw-238BLOCK4PLOT3,3030497,WS2,Wheat_Spring_MTA,48307,https://doi.org/10.15454/LNUCGE,2661-2 (2011),VIRTUAL_TRIAL,,,,,13,14,,2015,93,2015-06-12T02:00:00Z,69,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-239BLOCK6PLOT59,3030490,WS2,Wheat_Spring_MTA,48308,https://doi.org/10.15454/6HF496,2794-1,VIRTUAL_TRIAL,,,,,13,7,,2015,93,2015-06-12T02:00:00Z,67,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-252BLOCK1PLOT40,3030427,WS2,Wheat_Spring_MTA,48316,https://doi.org/10.15454/8S1RPV,ID758 EP079-EP086,VIRTUAL_TRIAL,,,,,10,4,,2015,93,2015-06-12T02:00:00Z,106,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-257BLOCK2PLOT25,3030253,WS2,Wheat_Spring_MTA,48320,https://doi.org/10.15454/UVHCFV,DIC44 TP011-020,VIRTUAL_TRIAL,,,,,1,10,,2015,90,2015-06-09T02:00:00Z,72,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-293BLOCK1PLOT11,3030245,WS2,Wheat_Spring_MTA,22594,https://doi.org/10.15454/4RP9D0,DI6402-34-2-4,VIRTUAL_TRIAL,,,,,1,2,,2015,,,,,2,2015-04-24T02:00:00Z
sw-293BLOCK9PLOT35,3030700,WS2,Wheat_Spring_MTA,22594,https://doi.org/10.15454/4RP9D0,DI6402-34-2-4,VIRTUAL_TRIAL,,,,,23,17,,2015,,,,,2,2015-04-24T02:00:00Z
sw-315BLOCK5PLOT10,3030631,WS2,Wheat_Spring_MTA,21831,https://doi.org/10.15454/NLCYGS,A.4,VIRTUAL_TRIAL,,,,,20,8,,2015,84,2015-06-03T02:00:00Z,97,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-338BLOCK8PLOT16,3030791,WS2,Wheat_Spring_MTA,22272,https://doi.org/10.15454/R1DWX0,CANDEAL DE AREVALO,VIRTUAL_TRIAL,,,,,28,8,,2015,91,2015-06-10T02:00:00Z,92,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-260BLOCK5PLOT65,3030617,WS2,Wheat_Spring_MTA,48323,https://doi.org/10.15454/KD5CAI,8812,VIRTUAL_TRIAL,,,,,19,14,,2015,90,2015-06-09T02:00:00Z,96,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-051BLOCK2PLOT47,3030295,WS2,Wheat_Spring_MTA,23066,https://doi.org/10.15454/J3IHZT,HEREWARD,VIRTUAL_TRIAL,,,,,3,12,,2015,,,,,2,2015-04-24T02:00:00Z
sw-051BLOCK9PLOT22,3030838,WS2,Wheat_Spring_MTA,23066,https://doi.org/10.15454/J3IHZT,HEREWARD,VIRTUAL_TRIAL,,,,,30,15,,2015,,,,,2,2015-04-24T02:00:00Z
sw-150BLOCK7PLOT42,3030787,WS2,Wheat_Spring_MTA,48106,https://doi.org/10.15454/OIZFJ3,RITMO,VIRTUAL_TRIAL,,,,,28,4,,2015,,,,,2,2015-04-24T02:00:00Z
sw-325BLOCK8PLOT7,3030770,WS2,Wheat_Spring_MTA,22019,https://doi.org/10.15454/IOBXWE,BAHATANE-87,VIRTUAL_TRIAL,,,,,27,7,,2015,85,2015-06-04T02:00:00Z,97,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-157BLOCK1PLOT58,3030389,WS2,Wheat_Spring_MTA,24081,https://doi.org/10.15454/Q6IHBL,RENAN,VIRTUAL_TRIAL,,,,,8,6,,2015,,,,,1,2015-04-24T02:00:00Z
sw-349BLOCK5PLOT22,3030473,WS2,Wheat_Spring_MTA,22666,https://doi.org/10.15454/3J8JFO,DIANA II,VIRTUAL_TRIAL,,,,,12,10,,2015,,,,,3,2015-04-24T02:00:00Z
sw-311BLOCK6PLOT46,3030628,WS2,Wheat_Spring_MTA,21694,https://doi.org/10.15454/QEUNWT,2838-39,VIRTUAL_TRIAL,,,,,20,5,,2015,94,2015-06-13T02:00:00Z,79,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-279BLOCK6PLOT39,3030488,WS2,Wheat_Spring_MTA,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,13,5,,2015,,,,,2,2015-04-24T02:00:00Z
sw-041BLOCK5PLOT52,3030476,WS2,Wheat_Spring_MTA,26913,https://doi.org/10.15454/D7GI1K,ALDRIC,VIRTUAL_TRIAL,,,,,12,13,,2015,,,,,2,2015-04-24T02:00:00Z
sw-022BLOCK3PLOT22,3030319,WS2,Wheat_Spring_MTA,27080,https://doi.org/10.15454/25YDFD,ALTAMIRA,VIRTUAL_TRIAL,,,,,4,16,,2015,89,2015-06-08T02:00:00Z,52,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-309BLOCK6PLOT4,3030504,WS2,Wheat_Spring_MTA,27054,https://doi.org/10.15454/T5BVKM,YUMAI-34,VIRTUAL_TRIAL,,,,,14,1,,2015,84,2015-06-03T02:00:00Z,35,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-249BLOCK2PLOT11,3030371,WS2,Wheat_Spring_MTA,48313,https://doi.org/10.15454/1CFDXD,ID388 EP047-1,VIRTUAL_TRIAL,,,,,7,8,,2015,,,,,2,2015-04-24T02:00:00Z
sw-178BLOCK8PLOT12,3030711,WS2,Wheat_Spring_MTA,48117,https://doi.org/10.15454/E3HPOW,LANGDON,VIRTUAL_TRIAL,,,,,24,8,,2015,90,2015-06-09T02:00:00Z,108,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-451BLOCK4PLOT61,3030543,WS2,Wheat_Spring_MTA,63230,gnpis_pui:holding-921_taxon-4898_accession-63230,HAMAC,VIRTUAL_TRIAL,,,,,15,20,,2015,97,2015-06-16T02:00:00Z,50,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-154BLOCK1PLOT38,3030387,WS2,Wheat_Spring_MTA,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,8,4,,2015,,,,,2,2015-04-24T02:00:00Z
sw-154BLOCK9PLOT23,3030659,WS2,Wheat_Spring_MTA,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,21,16,,2015,,,,,2,2015-04-24T02:00:00Z
sw-263BLOCK5PLOT33,3030494,WS2,Wheat_Spring_MTA,48327,https://doi.org/10.15454/7QK5P4,ID379 EP046,VIRTUAL_TRIAL,,,,,13,11,,2015,,,,,1,2015-04-24T02:00:00Z
sw-502BLOCK1PLOT49,3030408,WS2,Wheat_Spring_MTA,48277,https://doi.org/10.15454/FO1TQI,WC440,VIRTUAL_TRIAL,,,,,9,5,,2015,87,2015-06-06T02:00:00Z,90,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-503BLOCK8PLOT27,3030812,WS2,Wheat_Spring_MTA,48278,https://doi.org/10.15454/IYESON,WC474,VIRTUAL_TRIAL,,,,,29,9,,2015,79,2015-05-29T02:00:00Z,82,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-504BLOCK8PLOT20,3030672,WS2,Wheat_Spring_MTA,48279,https://doi.org/10.15454/Z9S5SX,SURKA OSCISTA,VIRTUAL_TRIAL,,,,,22,9,,2015,85,2015-06-04T02:00:00Z,102,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-206BLOCK4PLOT57,3030463,WS2,Wheat_Spring_MTA,48241,https://doi.org/10.15454/TFUSID,TRI 6669,VIRTUAL_TRIAL,,,,,11,20,,2015,101,2015-06-20T02:00:00Z,98,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-321BLOCK3PLOT17,3030418,WS2,Wheat_Spring_MTA,21926,https://doi.org/10.15454/ITHPRY,ARCHE,VIRTUAL_TRIAL,,,,,9,15,,2015,94,2015-06-13T02:00:00Z,59,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-376BLOCK8PLOT43,3030734,WS2,Wheat_Spring_MTA,23252,https://doi.org/10.15454/ICR80H,KENYA 350,VIRTUAL_TRIAL,,,,,25,11,,2015,80,2015-05-30T02:00:00Z,83,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-420BLOCK7PLOT58,3030709,WS2,Wheat_Spring_MTA,24401,https://doi.org/10.15454/VC2JEI,TAFERSTAT,VIRTUAL_TRIAL,,,,,24,6,,2015,83,2015-06-02T02:00:00Z,62,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-064BLOCK1PLOT36,3030347,WS2,Wheat_Spring_MTA,25784,https://doi.org/10.15454/RFXZI8,SARATOVSKAIA 29,VIRTUAL_TRIAL,,,,,6,4,,2015,89,2015-06-08T02:00:00Z,107,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-457BLOCK6PLOT2,3030464,WS2,Wheat_Spring_MTA,26170,https://doi.org/10.15454/BHHRUY,PUNJAB TYPE 24,VIRTUAL_TRIAL,,,,,12,1,,2015,80,2015-05-30T02:00:00Z,80,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-458BLOCK6PLOT37,3030448,WS2,Wheat_Spring_MTA,26174,https://doi.org/10.15454/2UMEUA,PUNJAB TYPE 15,VIRTUAL_TRIAL,,,,,11,5,,2015,80,2015-05-30T02:00:00Z,82,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-487BLOCK5PLOT24,3030513,WS2,Wheat_Spring_MTA,26171,https://doi.org/10.15454/MLTPOB,PUNJAB TYPE 18,VIRTUAL_TRIAL,,,,,14,10,,2015,80,2015-05-30T02:00:00Z,74,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-487BLOCK9PLOT33,3030660,WS2,Wheat_Spring_MTA,26171,https://doi.org/10.15454/MLTPOB,PUNJAB TYPE 18,VIRTUAL_TRIAL,,,,,21,17,,2015,80,2015-05-30T02:00:00Z,75,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-342BLOCK4PLOT54,3030622,WS2,Wheat_Spring_MTA,22513,https://doi.org/10.15454/EOFJLT,CORIN,VIRTUAL_TRIAL,,,,,19,19,,2015,93,2015-06-12T02:00:00Z,65,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-377BLOCK6PLOT7,3030564,WS2,Wheat_Spring_MTA,23272,https://doi.org/10.15454/CROGA7,KIRAC 66,VIRTUAL_TRIAL,,,,,17,1,,2015,90,2015-06-09T02:00:00Z,75,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-386BLOCK5PLOT19,3030612,WS2,Wheat_Spring_MTA,23505,https://doi.org/10.15454/QPWUV1,MARS DE SUEDE ROUGE BARBU,VIRTUAL_TRIAL,,,,,19,9,,2015,90,2015-06-09T02:00:00Z,115,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-391BLOCK2PLOT43,3030414,WS2,Wheat_Spring_MTA,23534,https://doi.org/10.15454/9NOFI6,MELCHIOR,VIRTUAL_TRIAL,,,,,9,11,,2015,96,2015-06-15T02:00:00Z,82,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-168BLOCK5PLOT6,3030551,WS2,Wheat_Spring_MTA,48105,https://doi.org/10.15454/FVRR9Y,MIKON,VIRTUAL_TRIAL,,,,,16,8,,2015,,,,,3,2015-04-24T02:00:00Z
sw-300BLOCK3PLOT62,3030343,WS2,Wheat_Spring_MTA,23781,https://doi.org/10.15454/L6WVMR,NYU BAY,VIRTUAL_TRIAL,,,,,5,20,,2015,84,2015-06-03T02:00:00Z,82,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-413BLOCK2PLOT9,3030331,WS2,Wheat_Spring_MTA,24069,https://doi.org/10.15454/NL7OHL,REDMAN,VIRTUAL_TRIAL,,,,,5,8,,2015,88,2015-06-07T02:00:00Z,87,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-459BLOCK3PLOT14,3030358,WS2,Wheat_Spring_MTA,26186,https://doi.org/10.15454/XJSDI8,SARRUBRA,VIRTUAL_TRIAL,,,,,6,15,,2015,84,2015-06-03T02:00:00Z,96,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-459BLOCK9PLOT47,3030741,WS2,Wheat_Spring_MTA,26186,https://doi.org/10.15454/XJSDI8,SARRUBRA,VIRTUAL_TRIAL,,,,,25,18,,2015,80,2015-05-30T02:00:00Z,104,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-308BLOCK4PLOT59,3030503,WS2,Wheat_Spring_MTA,26321,https://doi.org/10.15454/PD5KZU,TAU-BUGDA,VIRTUAL_TRIAL,,,,,13,20,,2015,92,2015-06-11T02:00:00Z,113,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-470BLOCK4PLOT48,3030502,WS2,Wheat_Spring_MTA,26338,https://doi.org/10.15454/B0ZHJN,ALBIDUM 12,VIRTUAL_TRIAL,,,,,13,19,,2015,,,,,2,2015-04-24T02:00:00Z
sw-471BLOCK5PLOT36,3030554,WS2,Wheat_Spring_MTA,26347,https://doi.org/10.15454/TK5KVG,PALESTINSKAYA,VIRTUAL_TRIAL,,,,,16,11,,2015,76,2015-05-26T02:00:00Z,86,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
