observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3193water_regimerainfed,3334165,Bol12,University_of_Bologna Cadriano 2012,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,192.3970665904,,204.7941350066,,1259.1939417567,,69.1464925799,,76.3940616634,,245.7864822871,,102.7307846399,
3159water_regimerainfed,3334134,Bol12,University_of_Bologna Cadriano 2012,127553,https://doi.org/10.15454/0TQ4ET,HMV5409_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,186.212238795,,197.8028667086,,1604.6756869449,,67.591986404,,73.5549434887,,217.2235801704,,95.6339703394,
3037water_regimewatered,3334265,Bol12,University_of_Bologna Cadriano 2012,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,232.0557704158,,248.3423691954,,2317.2955284974,,67.8639915951,,70.6539013279,,278.1808183813,,113.4995795331,
3201water_regimerainfed,3334173,Bol12,University_of_Bologna Cadriano 2012,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,182.6228842492,,212.485734268,,1475.8731269834,,71.1513644151,,75.298568323,,237.7291275743,,102.002610268,
3208water_regimewatered,3334426,Bol12,University_of_Bologna Cadriano 2012,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,193.1277701445,,213.8851660858,,764.9225052574,,62.6426632622,,65.3223265866,,239.562351715,,94.3115993195,
3214water_regimewatered,3334432,Bol12,University_of_Bologna Cadriano 2012,127608,https://doi.org/10.15454/67FHQJ,N22_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,197.9709388574,,241.3505911451,,1636.055878855,,68.9261157976,,74.1886068129,,245.6892082618,,100.4124352187,
3161water_regimerainfed,3334136,Bol12,University_of_Bologna Cadriano 2012,127555,https://doi.org/10.15454/DL4JVF,I198_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,184.7266991439,,189.1231167502,,799.7322690424,,70.227421329,,78.011017957,,242.6125287307,,108.2374130414,
3219water_regimewatered,3334437,Bol12,University_of_Bologna Cadriano 2012,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.6259219257,,266.8243071749,,1241.5286299976,,67.4390417968,,73.3797950183,,254.9926348413,,97.9978606722,
3224water_regimewatered,3334442,Bol12,University_of_Bologna Cadriano 2012,127618,https://doi.org/10.15454/ZMCLMH,PHG50_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.3161182468,,261.6998963992,,2066.185527374,,61.9598551417,,67.546215743,,235.2942993568,,92.944244112,
3013water_regimewatered,3334241,Bol12,University_of_Bologna Cadriano 2012,127412,https://doi.org/10.15454/CNJTVT,A347_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,195.3243880155,,235.4367626802,,1381.2771286069,,67.889117442,,70.9421984905,,254.1257055478,,104.603504029,
3012water_regimerainfed,3333994,Bol12,University_of_Bologna Cadriano 2012,127411,https://doi.org/10.15454/KIHXDG,B105_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,190.1092559125,,220.6900274266,,1048.141827097,,65.963544525,,74.6225187781,,244.2775497456,,93.4781690335,
3079water_regimewatered,3334303,Bol12,University_of_Bologna Cadriano 2012,127475,https://doi.org/10.15454/T3WOSC,B98_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,211.1591397674,,260.9516293611,,1315.9779808438,,69.3708495544,,77.7740773522,,263.6912098283,,105.0025726205,
3032water_regimerainfed,3334014,Bol12,University_of_Bologna Cadriano 2012,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,185.6585915587,,193.8361124663,,1670.8367770718,,66.2805748226,,73.2641837809,,243.8019845198,,98.4641568172,
3244water_regimewatered,3334462,Bol12,University_of_Bologna Cadriano 2012,127638,https://doi.org/10.15454/VELLIH,UH_P104_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,197.3833905895,,266.8760567089,,2018.4530130323,,63.4794341043,,64.8915728605,,249.7513612896,,100.3271488021,
3180water_regimerainfed,3334153,Bol12,University_of_Bologna Cadriano 2012,127574,https://doi.org/10.15454/AOK4RM,Lo1063_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,187.1893728903,,187.9904211186,,1438.9644453508,,73.3990619002,,79.8907868224,,237.7054684095,,106.5689307259,
3184water_regimewatered,3334403,Bol12,University_of_Bologna Cadriano 2012,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.4912079935,,244.5019828659,,2369.5624482876,,64.9361262842,,70.0495689757,,267.2638150141,,93.840758315,
3189water_regimewatered,3334407,Bol12,University_of_Bologna Cadriano 2012,127583,https://doi.org/10.15454/GJAFVX,Lo1172_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,198.4455546275,,236.366461919,,2183.6647728056,,67.5666062253,,74.0363693122,,260.5226996824,,100.7495204792,
3192water_regimewatered,3334410,Bol12,University_of_Bologna Cadriano 2012,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,192.1125038047,,231.6269408153,,1457.356968003,,67.1110647705,,75.7700062481,,245.2964686356,,99.3077406249,
3198water_regimewatered,3334416,Bol12,University_of_Bologna Cadriano 2012,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,205.5922884053,,247.0125149376,,1742.9398071356,,68.6627408237,,73.3172230384,,260.2440464206,,106.6539599586,
3201water_regimewatered,3334419,Bol12,University_of_Bologna Cadriano 2012,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,182.0387495419,,282.551589546,,1668.1430892686,,67.9891548287,,72.8031707142,,242.4212733544,,98.6932481067,
3205water_regimewatered,3334423,Bol12,University_of_Bologna Cadriano 2012,127599,https://doi.org/10.15454/OVW4GG,Lo1284_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,199.9770797495,,273.6624663761,,1463.7597273535,,66.8840681184,,73.878557544,,255.6822654701,,96.4563327235,
3235water_regimewatered,3334453,Bol12,University_of_Bologna Cadriano 2012,127629,https://doi.org/10.15454/HBOONE,SC-Malawi_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,199.3184772493,,266.7029969322,,657.5855574382,,71.9324882271,,83.4158566274,,256.291887227,,112.8951172659,
3212water_regimerainfed,3334184,Bol12,University_of_Bologna Cadriano 2012,127606,https://doi.org/10.15454/HDJP0L,N16_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,200.4851504434,,179.2586657689,,1585.5576526085,,69.1203181062,,76.7208397895,,254.536570355,,117.709985338,
3215water_regimerainfed,3334187,Bol12,University_of_Bologna Cadriano 2012,127609,https://doi.org/10.15454/68UAOE,NK764_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,174.3202992177,,194.5041026769,,1929.7559070289,,63.7860760167,,67.4610738154,,221.1076773425,,88.8204342555,
3219water_regimerainfed,3334191,Bol12,University_of_Bologna Cadriano 2012,127613,https://doi.org/10.15454/AZDRPF,Oh40B_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,190.1744868913,,209.7134206631,,666.5012249867,,67.7865395761,,78.022931594,,239.3827223017,,95.0403001694,
3222water_regimerainfed,3334194,Bol12,University_of_Bologna Cadriano 2012,127616,https://doi.org/10.15454/VZN8H6,FR697_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,193.4536730685,,246.6525229969,,1111.2133211597,,68.6144162415,,78.0517398888,,250.8944872459,,104.8378462733,
3230water_regimerainfed,3334202,Bol12,University_of_Bologna Cadriano 2012,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,195.3721278683,,172.2739691139,,1674.6787421371,,66.6826146234,,74.9328308928,,240.0932925271,,97.9700859003,
3233water_regimerainfed,3334205,Bol12,University_of_Bologna Cadriano 2012,127627,https://doi.org/10.15454/TALVXU,PHW65_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,188.6232210288,,202.6377031498,,2251.099169754,,69.5450016475,,75.0620552967,,242.0702251838,,101.0984058442,
3238water_regimerainfed,3334210,Bol12,University_of_Bologna Cadriano 2012,127632,https://doi.org/10.15454/PTTCO2,UH_6179_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,182.4244140709,,237.5149671645,,1531.1845876899,,64.0725225803,,67.5756083947,,238.9087518188,,104.4772048934,
3241water_regimerainfed,3334213,Bol12,University_of_Bologna Cadriano 2012,127635,https://doi.org/10.15454/RQFY2B,UH_P064_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,199.7529066867,,201.0796916346,,1926.9369999299,,64.3424443758,,69.4700595363,,255.9470205473,,103.4589906265,
3246water_regimerainfed,3334218,Bol12,University_of_Bologna Cadriano 2012,127640,https://doi.org/10.15454/RGRUUB,UH_P148_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,191.6949896824,,222.28362799,,1682.0396772969,,61.6673770354,,66.9717933874,,248.0909749845,,94.129024505,
3249water_regimerainfed,3334221,Bol12,University_of_Bologna Cadriano 2012,127643,https://doi.org/10.15454/VEZE8O,UH_S025_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,184.413288957,,219.3365794665,,1824.4443816559,,65.2711963579,,67.2986745934,,238.9388252777,,97.5912182253,
3253water_regimerainfed,3334225,Bol12,University_of_Bologna Cadriano 2012,127647,https://doi.org/10.15454/SU486F,W182E_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,191.9241965577,,219.8258961073,,1264.7788685779,,65.6134059313,,68.4789510027,,241.6911618982,,97.1484660546,
3255water_regimewatered,3334473,Bol12,University_of_Bologna Cadriano 2012,127649,https://doi.org/10.15454/MUP3UY,Wf9_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,187.3896635727,,256.0413902963,,1590.1729728605,,64.9649138314,,69.782943245,,233.2854929231,,95.8550066605,
3249water_regimewatered,3334467,Bol12,University_of_Bologna Cadriano 2012,127643,https://doi.org/10.15454/VEZE8O,UH_S025_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.4894531579,,252.1498441562,,2120.3338776545,,61.5946465524,,64.0598114713,,238.6112416708,,99.9478545449,
3246water_regimewatered,3334464,Bol12,University_of_Bologna Cadriano 2012,127640,https://doi.org/10.15454/RGRUUB,UH_P148_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,193.8309345224,,260.8454252144,,1737.6587264928,,61.5522247718,,66.0502620197,,246.5312656034,,99.9670612863,
3239water_regimewatered,3334457,Bol12,University_of_Bologna Cadriano 2012,127633,https://doi.org/10.15454/HAMEQC,UH_P024_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.9188030111,,256.6464960376,,2448.0683555677,,62.1828897931,,60.6759880026,,258.6567540002,,93.5265357683,
3240water_regimewatered,3334458,Bol12,University_of_Bologna Cadriano 2012,127634,https://doi.org/10.15454/KENKPI,UH_P060_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.9078173015,,251.4618398439,,1688.5616328011,,61.5463257975,,65.3072063159,,238.3472966854,,90.7161654459,
3230water_regimewatered,3334448,Bol12,University_of_Bologna Cadriano 2012,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,189.8819053684,,229.3759284445,,1724.2665862146,,66.7480115366,,71.8477783279,,233.2816492898,,105.5252876981,
3231water_regimewatered,3334449,Bol12,University_of_Bologna Cadriano 2012,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,196.2259762422,,235.8200579059,,2205.0324658952,,65.158450141,,77.6721437484,,252.8638228432,,103.981459019,
3217water_regimewatered,3334435,Bol12,University_of_Bologna Cadriano 2012,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,201.0387452871,,292.4108974299,,1305.3747791063,,66.0416916092,,72.7813502493,,253.5351209903,,119.7435184566,
3218water_regimewatered,3334436,Bol12,University_of_Bologna Cadriano 2012,127612,https://doi.org/10.15454/PAY7DB,NS701_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,186.6856216929,,275.2061746059,,1349.5380742226,,66.9881685146,,71.89901641,,247.7047677114,,99.8924707888,
3204water_regimerainfed,3334176,Bol12,University_of_Bologna Cadriano 2012,127598,https://doi.org/10.15454/E3TUYJ,Lo1282_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,197.8637397821,,220.8149117536,,730.1544759822,,72.197021535,,77.5143311145,,256.2268881959,,97.4501765491,
3200water_regimerainfed,3334172,Bol12,University_of_Bologna Cadriano 2012,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,192.36225428,,198.3696930272,,1667.8788228283,,72.427058618,,81.156352332,,247.2427202787,,99.7917944722,
3197water_regimerainfed,3334169,Bol12,University_of_Bologna Cadriano 2012,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,207.5715302116,,210.2084898823,,1800.6092161676,,69.9654660823,,76.0195659957,,274.7726043787,,115.4939596824,
3191water_regimerainfed,3334163,Bol12,University_of_Bologna Cadriano 2012,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,194.4976799696,,193.2537403709,,1426.7230809713,,66.5156192178,,70.7550019985,,241.6652428842,,97.5425198521,
3185water_regimerainfed,3334158,Bol12,University_of_Bologna Cadriano 2012,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,191.0725543543,,201.6641543197,,1135.8902284439,,69.678796932,,75.3294552193,,248.750926198,,103.5195874845,
3180water_regimewatered,3334399,Bol12,University_of_Bologna Cadriano 2012,127574,https://doi.org/10.15454/AOK4RM,Lo1063_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.2139311473,,249.4410636128,,1866.3418353799,,70.0795736078,,75.5729554224,,240.3541351089,,103.1272135525,
3206water_regimerainfed,3334178,Bol12,University_of_Bologna Cadriano 2012,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,188.2409786613,,219.2424344766,,647.34140043,,74.5735723166,,84.400591316,,240.7928368871,,103.5384139887,
3080water_regimewatered,3334304,Bol12,University_of_Bologna Cadriano 2012,127476,https://doi.org/10.15454/KOKHG9,ML606_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,199.9875849546,,231.0863674054,,2280.3391858759,,65.0473733998,,68.3425465789,,248.4805679076,,111.4327701251,
3156water_regimerainfed,3334131,Bol12,University_of_Bologna Cadriano 2012,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,203.538415297,,245.8926024581,,1814.5541689568,,65.7369482098,,71.1273697551,,258.9369135511,,103.7490535624,
3033water_regimerainfed,3334015,Bol12,University_of_Bologna Cadriano 2012,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,191.6666189067,,219.1155103953,,887.9218431759,,68.6581783863,,73.1552895336,,237.4105350999,,95.7558287593,
3012water_regimewatered,3334240,Bol12,University_of_Bologna Cadriano 2012,127411,https://doi.org/10.15454/KIHXDG,B105_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,184.9336661184,,249.2233514241,,1168.4034035806,,65.3065851082,,73.3377786772,,239.9996910032,,102.9938056025,
3171water_regimerainfed,3334144,Bol12,University_of_Bologna Cadriano 2012,127565,https://doi.org/10.15454/WNQFKH,LH39_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,185.0377661199,,224.8331141533,,1386.3333811886,,65.3160879894,,68.5618001058,,241.3929210791,,93.773286441,
3168water_regimerainfed,3334141,Bol12,University_of_Bologna Cadriano 2012,127562,https://doi.org/10.15454/GVPFQE,I267_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,205.236274349,,221.6558155648,,642.8932661693,,73.0433304363,,85.1412646266,,260.5312613709,,118.0310816814,
3084water_regimerainfed,3334062,Bol12,University_of_Bologna Cadriano 2012,127480,https://doi.org/10.15454/ELUEOX,F98902_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,209.5912012235,,196.8379522943,,1434.6124516628,,66.1979585388,,72.9480267646,,267.1596825757,,109.395585149,
3176water_regimerainfed,3334149,Bol12,University_of_Bologna Cadriano 2012,127570,https://doi.org/10.15454/JBNGJT,Lo1026_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,181.4543008005,,183.7067975842,,1230.5154440792,,65.0700768239,,74.1913636374,,236.9174164015,,94.1496865284,
3176water_regimewatered,3334395,Bol12,University_of_Bologna Cadriano 2012,127570,https://doi.org/10.15454/JBNGJT,Lo1026_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,203.934864135,,242.3880861191,,1926.7883442925,,65.0421778797,,70.1336485921,,255.8764557389,,94.8223424989,
3226water_regimewatered,3334444,Bol12,University_of_Bologna Cadriano 2012,127620,https://doi.org/10.15454/30LETM,PHG80_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,183.5740768985,,267.5633463947,,1799.1188348513,,64.400433852,,74.1889707424,,231.1638084239,,99.8444447497,
3236water_regimewatered,3334454,Bol12,University_of_Bologna Cadriano 2012,127630,https://doi.org/10.15454/CXASTH,UH_2500_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,190.9324666501,,232.5945076336,,2168.5781861532,,65.1153465873,,65.7310329948,,245.983481564,,102.7482719487,
3242water_regimewatered,3334460,Bol12,University_of_Bologna Cadriano 2012,127636,https://doi.org/10.15454/VO3AKN,UH_P074_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,197.5162828041,,263.1087194168,,1786.0367232705,,61.683728903,,65.0866774624,,244.2920132999,,107.3478239526,
3248water_regimewatered,3334466,Bol12,University_of_Bologna Cadriano 2012,127642,https://doi.org/10.15454/NEO4EO,UH_S020_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,207.459697556,,258.3638138595,,2635.0114309832,,69.2581283653,,71.172786317,,257.9969212075,,115.8421521088,
3251water_regimerainfed,3334223,Bol12,University_of_Bologna Cadriano 2012,127645,https://doi.org/10.15454/HSQIO7,Va26_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,196.3240904539,,194.4176485386,,1509.5664188011,,69.1312880338,,73.7066275374,,252.8850031259,,111.3673549709,
3248water_regimerainfed,3334220,Bol12,University_of_Bologna Cadriano 2012,127642,https://doi.org/10.15454/NEO4EO,UH_S020_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,190.492493606,,192.9631833172,,1815.3217557334,,69.3643495432,,76.0356681496,,239.8924451972,,105.7258128463,
3240water_regimerainfed,3334212,Bol12,University_of_Bologna Cadriano 2012,127634,https://doi.org/10.15454/KENKPI,UH_P060_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,196.8645489539,,222.3035166774,,1419.4038303203,,61.9073916922,,65.9587959229,,244.991689765,,90.4117607371,
3234water_regimerainfed,3334206,Bol12,University_of_Bologna Cadriano 2012,127628,https://doi.org/10.15454/XGPNFM,PHZ51_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,209.7196969082,,225.5062079341,,1292.801831325,,71.7884190277,,76.9649037234,,262.1546394352,,105.7247490423,
3220water_regimerainfed,3334192,Bol12,University_of_Bologna Cadriano 2012,127614,https://doi.org/10.15454/GWATR4,P465P_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,190.0153205617,,194.6894672654,,1315.5802758844,,66.3436330925,,79.3740470783,,239.8984666098,,104.2647577322,
3214water_regimerainfed,3334186,Bol12,University_of_Bologna Cadriano 2012,127608,https://doi.org/10.15454/67FHQJ,N22_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,190.3200045922,,184.9238828557,,953.087439442,,69.6445834023,,79.2765694348,,234.3081229294,,99.6771718682,
3207water_regimewatered,3334425,Bol12,University_of_Bologna Cadriano 2012,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,190.5192927015,,273.4985356597,,2409.8516132382,,69.2908198754,,74.571103576,,247.4572304178,,99.3125299057,
3202water_regimewatered,3334420,Bol12,University_of_Bologna Cadriano 2012,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,196.8500542237,,291.3549804369,,1670.3028698111,,68.4603070477,,72.0162096565,,259.1499898599,,98.6175870664,
3191water_regimewatered,3334409,Bol12,University_of_Bologna Cadriano 2012,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,189.5782730618,,243.1718774994,,2154.5822817697,,64.9902180341,,69.1968920489,,237.3728489523,,93.9023122173,
3185water_regimewatered,3334404,Bol12,University_of_Bologna Cadriano 2012,127579,https://doi.org/10.15454/IGO0FR,Lo1106_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,197.3584598714,,240.883092449,,1727.5044061071,,67.5655308226,,74.2682914277,,265.9611503144,,115.118734097,
3165water_regimewatered,3334384,Bol12,University_of_Bologna Cadriano 2012,127559,https://doi.org/10.15454/VMZUXV,I238_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,195.6349989035,,205.0945172559,,1541.1934352422,,67.8342513315,,75.7400186391,,247.0391981258,,106.7585148576,
3241water_regimewatered,3334459,Bol12,University_of_Bologna Cadriano 2012,127635,https://doi.org/10.15454/RQFY2B,UH_P064_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,199.6854036772,,238.6236087905,,1826.9424421481,,63.4815910864,,67.1723059767,,255.5047848163,,98.0112222739,
3087water_regimerainfed,3334065,Bol12,University_of_Bologna Cadriano 2012,127483,https://doi.org/10.15454/OTWCEI,EC136_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,196.3619576171,,226.1427363809,,750.7123631927,,64.4133486529,,67.6780346525,,260.1166240086,,89.9753815522,
3013water_regimerainfed,3333995,Bol12,University_of_Bologna Cadriano 2012,127412,https://doi.org/10.15454/CNJTVT,A347_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,200.7616917482,,192.3074613585,,1391.1852648755,,70.8545173703,,70.9808801091,,251.9433119477,,109.8255743971,
3088water_regimewatered,3334312,Bol12,University_of_Bologna Cadriano 2012,127484,https://doi.org/10.15454/9GOSKA,W95115_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,185.1585886938,,247.1576713641,,1562.1683298704,,65.2689106974,,69.1747900268,,244.7528458088,,102.1707487227,
3210water_regimewatered,3334428,Bol12,University_of_Bologna Cadriano 2012,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,190.2905400832,,233.1415065702,,1918.6874829539,,66.7216483188,,72.3718505444,,241.6986584113,,97.6318618276,
3037water_regimerainfed,3334019,Bol12,University_of_Bologna Cadriano 2012,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,217.3313930616,,183.174816164,,2288.4787366893,,68.556453302,,75.2650196049,,270.9054118048,,116.8292441365,
3195water_regimerainfed,3334167,Bol12,University_of_Bologna Cadriano 2012,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,185.8498929627,,241.3843668552,,1111.0528380356,,68.2655586853,,73.3957317729,,244.1580372088,,89.5797642641,
3090water_regimerainfed,3334068,Bol12,University_of_Bologna Cadriano 2012,127486,https://doi.org/10.15454/7XVPGB,EA3076_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,190.8793237001,,213.6332629229,,1209.4959089118,,68.1336304082,,76.13720142,,242.0124453,,106.2249471372,
3090water_regimewatered,3334314,Bol12,University_of_Bologna Cadriano 2012,127486,https://doi.org/10.15454/7XVPGB,EA3076_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,203.669513464,,247.7705924478,,2240.2965460172,,66.7377081773,,76.4040412607,,261.7433768822,,101.8216929289,
3038water_regimerainfed,3334020,Bol12,University_of_Bologna Cadriano 2012,127437,https://doi.org/10.15454/GYTVRS,Os426_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,192.6275051125,,196.3259731884,,800.996327096,,73.1867856785,,80.9601720954,,251.6156861384,,104.999847144,
3156water_regimewatered,3334377,Bol12,University_of_Bologna Cadriano 2012,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,210.5024023101,,283.5701360039,,1454.819910693,,65.240887204,,66.1861739691,,267.9996306867,,109.9512290041,
3074water_regimerainfed,3334052,Bol12,University_of_Bologna Cadriano 2012,127470,https://doi.org/10.15454/21XOCO,B108_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,191.4994841225,,199.6986336584,,1129.0008056351,,71.6861889019,,76.2756665239,,237.3864306085,,101.4825042213,
3256water_regimewatered,3334474,Bol12,University_of_Bologna Cadriano 2012,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.4132920881,,287.4612941365,,1478.4027567722,,65.4176491614,,70.3740994119,,253.5623910228,,98.5434381734,
3154water_regimewatered,3334375,Bol12,University_of_Bologna Cadriano 2012,127548,https://doi.org/10.15454/AYJM3H,F354_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,184.6842139888,,205.4107195891,,1964.9761366045,,63.2711959579,,65.3985279789,,236.3353303806,,91.0641324598,
3096water_regimewatered,3334318,Bol12,University_of_Bologna Cadriano 2012,127490,https://doi.org/10.15454/4XYXKB,MS71_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,175.4918885978,,264.1535495349,,1452.0786555893,,65.1498698367,,73.0481968754,,231.3430690916,,87.0783600039,
3015water_regimewatered,3334243,Bol12,University_of_Bologna Cadriano 2012,127414,https://doi.org/10.15454/X2ENCA,F7028_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,206.9408872925,,210.975387041,,2093.2224588028,,65.9339946746,,72.0763278346,,261.6735553509,,107.2502931805,
3097water_regimerainfed,3334073,Bol12,University_of_Bologna Cadriano 2012,127491,https://doi.org/10.15454/JQK4DZ,DK4676A_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,192.9603488323,,223.2963888688,,931.651499395,,66.0829129094,,70.8190439609,,242.8819528447,,98.5937348327,
3150water_regimerainfed,3334125,Bol12,University_of_Bologna Cadriano 2012,127544,https://doi.org/10.15454/VSJSVC,F922_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,202.7435460716,,177.1503665152,,2307.325755238,,65.1943662911,,68.1148393981,,253.1243224266,,105.3517929018,
