,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,TnbL,L10,L12,W10,W12,L11,L13,W11,W13,Check,L9,W9
59,2,3344135,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:1342,REPLICATE>BLOCK:37,REPLICATE>BLOCK:31,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2012,16,93,85,9,8,,,,,Yes,,
60,3,3344136,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:1342,REPLICATE>BLOCK:37,REPLICATE>BLOCK:31,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,,,,,,,,,,2012,16,93,85,9,8.5,,,,,Yes,,
61,5,3344198,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:2750,REPLICATE>BLOCK:61,REPLICATE>BLOCK:38,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2012,16,87,78,8,7,,,,,,,
62,2,3344180,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:2349,REPLICATE>BLOCK:36,REPLICATE>BLOCK:29,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,16,84,83,9,8,,,,,Yes,,
63,3,3344181,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:2349,REPLICATE>BLOCK:36,REPLICATE>BLOCK:29,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:2",rainfed,,,,,,,,,,2012,16,,,,,93,85,9,8,Yes,,
64,5,3344168,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:2101,REPLICATE>BLOCK:5,REPLICATE>BLOCK:9,REPLICATE:2,REPLICATE:1,REPLICATE:1,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,16,95,86,8.5,8,,,,,Yes,,
65,1,3344161,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:2101,REPLICATE>BLOCK:5,REPLICATE>BLOCK:9,REPLICATE:2,REPLICATE:1,REPLICATE:1,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,16,96,87,9,8.5,,,,,Yes,,
66,4,3344167,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:2101,REPLICATE>BLOCK:5,REPLICATE>BLOCK:9,REPLICATE:2,REPLICATE:1,REPLICATE:1,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,17,91,99,9,8.5,,,,,Yes,,
67,2,3344165,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:2101,REPLICATE>BLOCK:5,REPLICATE>BLOCK:9,REPLICATE:2,REPLICATE:1,REPLICATE:1,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,16,92,84,9,8.5,,,,,Yes,,
68,3,3344166,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:2101,REPLICATE>BLOCK:5,REPLICATE>BLOCK:9,REPLICATE:2,REPLICATE:1,REPLICATE:1,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2012,16,91,87,9,8.5,,,,,Yes,,
69,5,3344160,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:1418,REPLICATE>BLOCK:3,REPLICATE>BLOCK:5,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:1,REPLICATE:1,REPLICATE:3",watered,,,,,,,,,,2012,16,91,85,8.5,8,,,,,Yes,,
70,1,3344154,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:1418,REPLICATE>BLOCK:3,REPLICATE>BLOCK:5,REPLICATE:2,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:1,REPLICATE:1,REPLICATE:3",watered,,,,,,,,,,2012,18,90,80,8.7,8.5,,,,,Yes,,
71,3001water_regimewatered,3334229,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,watered,210.6662453454,66.2609973967,72.007369635,199.6767706095,2241.4131100216,258.3204769094,111.3914236869,,,2012,,,,,,,,,,,,
72,3001water_regimerainfed,3333983,Bol12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,174.9523625669,66.9378669488,73.5002131635,189.1917508011,1825.5245774144,242.5875442211,101.0284980914,,,2012,,,,,,,,,,,,
73,2842,3345615,Bol12,127401,https://doi.org/10.15454/AQWE02,PH207_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2842.0,,11.0,48.0,"REPLICATE>BLOCK>PLOT:2842,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,1197.2990777419,266.6917647,"65,1850475229","70,2072968504",3.1930980392,188.8,241.6,96.4,"-5,02224932750",2012,,,,,,,,,,,,
74,2150,3344933,Bol12,127401,https://doi.org/10.15454/AQWE02,PH207_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2150.0,,19.0,8.0,"REPLICATE>BLOCK>PLOT:2150,REPLICATE>BLOCK:38,REPLICATE:1",rainfed,1214.9256253995,212.744,"61,708754101","66,8801572071",2.5846813725,178,232.8,101.2,"-5,17140310610",2012,,,,,,,,,,,,
75,2491,3345269,Bol12,127401,https://doi.org/10.15454/AQWE02,PH207_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2491.0,,20.0,28.0,"REPLICATE>BLOCK>PLOT:2491,REPLICATE>BLOCK:40,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1236.7021278886,201.2705882,"65,1850475229","71,890560176",2.4891176471,177,227.2,88.4,"-6,70551265310",2012,,,,,,,,,,,,
76,1193,3344387,Bol12,127401,https://doi.org/10.15454/AQWE02,PH207_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1193.0,,18.0,8.0,"REPLICATE>BLOCK>PLOT:1193,REPLICATE>BLOCK:36,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1271.4460784124,258.624,"61,708754101","65,1850475229",3.2882647058,191.4,248.6,101.2,"-3,47629342190",2012,,,,,,,,,,,,
77,1004,3344213,Bol12,127401,https://doi.org/10.15454/AQWE02,PH207_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1004.0,,39.0,12.0,"REPLICATE>BLOCK>PLOT:1004,REPLICATE>BLOCK:36,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2047.629249334,247.9531765,"61,708754101","65,1850475229",5.0771617667,186.8,242,100.4,"-3,47629342190",2012,,,,,,,,,,,,
78,3002water_regimewatered,3334230,Bol12,127401,https://doi.org/10.15454/AQWE02,PH207_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,watered,253.6645674854,61.7242543249,65.1905649418,191.8713550931,1545.8499600395,246.1545137411,100.788840134,,,2012,,,,,,,,,,,,
79,3002water_regimerainfed,3333984,Bol12,127401,https://doi.org/10.15454/AQWE02,PH207_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,226.8802324187,63.3702173692,68.5359644499,185.4705248732,1428.0880451715,239.4019519879,97.7519630507,,,2012,,,,,,,,,,,,
80,2820,3345593,Bol12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2820.0,,12.0,47.0,"REPLICATE>BLOCK>PLOT:2820,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,1584.3451064407,190.1534118,"65,1850475229","75,3248612185",3.0126862746,183.6,231.4,91.2,"-10,13981369560",2012,,,,,,,,,,,,
81,2480,3345258,Bol12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2480.0,,10.0,27.0,"REPLICATE>BLOCK>PLOT:2480,REPLICATE>BLOCK:20,REPLICATE:2",rainfed,2624.858116142,184.2844706,"66,8801572071","70,2072968504",4.8372058833,213,384.2,110.4,"-3,32713964330",2012,,,,,,,,,,,,
82,2179,3344962,Bol12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2179.0,,11.0,9.0,"REPLICATE>BLOCK>PLOT:2179,REPLICATE>BLOCK:22,REPLICATE:1",rainfed,1883.465011293,186.1642353,"65,1850475229","73,5640337939",3.5063382354,200.6,253,92.6,"-8,37898627100",2012,,,,,,,,,,,,
83,1327,3344563,Bol12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1327.0,,10.0,5.0,"REPLICATE>BLOCK>PLOT:1327,REPLICATE>BLOCK:19,REPLICATE:1",watered,1306.7736882578,253.5971765,"65,1850475229","78,7365616513",3.3139411767,176.4,223,82.4,"-13,55151412840",2012,,,,,,,,,,,,
84,1348,3344584,Bol12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1348.0,,31.0,4.0,"REPLICATE>BLOCK>PLOT:1348,REPLICATE>BLOCK:19,REPLICATE:2",watered,2118.3938580841,235.0976471,"65,1850475229","73,5640337939",4.9802941167,198,249.8,91.4,"-8,37898627100",2012,,,,,,,,,,,,
85,3003water_regimewatered,3334231,Bol12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,watered,237.6218714393,65.5732241323,75.1316995194,193.7138275037,1486.074517834,239.0461901477,95.2097969343,,,2012,,,,,,,,,,,,
86,3003water_regimerainfed,3333985,Bol12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,182.9189092138,65.7688479265,73.5747290953,194.5270878925,1879.5729642786,244.1690150634,94.4318046885,,,2012,,,,,,,,,,,,
87,2679,3345431,Bol12,127403,https://doi.org/10.15454/EW2AP2,W64A_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2679.0,,6.0,40.0,"REPLICATE>BLOCK>PLOT:2679,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,1579.0870489715,200.1472941,"65,1850475229","71,890560176",3.1605,191,236.4,97.6,"-6,70551265310",2012,,,,,,,,,,,,
88,2178,3344961,Bol12,127403,https://doi.org/10.15454/EW2AP2,W64A_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2178.0,,12.0,9.0,"REPLICATE>BLOCK>PLOT:2178,REPLICATE>BLOCK:24,REPLICATE:1",rainfed,1507.9148472528,194.4075294,"63,4248117499","70,2072968504",2.9315,178.6,228.8,94,"-6,78248510050",2012,,,,,,,,,,,,
89,1149,3344343,Bol12,127403,https://doi.org/10.15454/EW2AP2,W64A_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1149.0,,20.0,9.0,"REPLICATE>BLOCK>PLOT:1149,REPLICATE>BLOCK:40,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1376.4880954321,245.4381176,"65,1850475229","68,5802497608",3.3784264704,192.4,247.6,100.6,"-3,39520223790",2012,,,,,,,,,,,,
90,2341,3345098,Bol12,127403,https://doi.org/10.15454/EW2AP2,W64A_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2341.0,,2.0,20.0,"REPLICATE>BLOCK>PLOT:2341,REPLICATE>BLOCK:3,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,1584.6994531939,194.6258824,"68,5802497608","73,5640337939",3.0842352942,186,239.6,91.8,"-4,98378403310",2012,,,,,,,,,,,,
91,3004water_regimewatered,3334232,Bol12,127403,https://doi.org/10.15454/EW2AP2,W64A_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,watered,243.919129479,64.7394693883,69.3694631493,190.7957580683,1263.2592423324,242.3892665274,95.9709458567,,,2012,,,,,,,,,,,,
92,3004water_regimerainfed,3333986,Bol12,127403,https://doi.org/10.15454/EW2AP2,W64A_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,198.6247085424,63.7963221376,71.3115581604,180.7025314813,1453.1357318276,236.1710080804,94.9735286936,,,2012,,,,,,,,,,,,
93,2838,3345611,Bol12,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2838.0,,15.0,48.0,"REPLICATE>BLOCK>PLOT:2838,REPLICATE>BLOCK:30,REPLICATE:3",rainfed,342.435489619,200.3597647,"66,8801572071","77,0164465884",0.6861029413,194.2,247.2,96.8,"-10,13628938130",2012,,,,,,,,,,,,
94,2058,3344820,Bol12,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2058.0,,6.0,3.0,"REPLICATE>BLOCK>PLOT:2058,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,855.1198257824,164.88,"65,1850475229","73,5640337939",1.4099215688,196.6,256,104,"-8,37898627100",2012,,,,,,,,,,,,
95,1079,3344284,Bol12,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1079.0,,6.0,11.0,"REPLICATE>BLOCK>PLOT:1079,REPLICATE>BLOCK:12,REPLICATE:1",watered,969.5753928452,215.352,"65,1850475229","71,890560176",2.088,188.8,246.4,101,"-6,70551265310",2012,,,,,,,,,,,,
96,2361,3345118,Bol12,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2361.0,,3.0,21.0,"REPLICATE>BLOCK>PLOT:2361,REPLICATE>BLOCK:5,REPLICATE:2,REPLICATE:1,REPLICATE:1,REPLICATE:3",rainfed,1889.6976484608,191.6272941,"65,1850475229","71,890560176",3.6211764704,194.6,253.6,99.2,"-6,70551265310",2012,,,,,,,,,,,,
97,3005water_regimewatered,3334233,Bol12,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,watered,209.0441370581,65.3328617508,72.9445921235,174.9076326715,1131.2404101223,235.8982412321,101.6385920493,,,2012,,,,,,,,,,,,
98,3005water_regimerainfed,3333987,Bol12,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,181.3103299725,66.2103679269,74.7047640639,190.2073035414,1049.4362241012,244.3020422838,98.6451525855,,,2012,,,,,,,,,,,,
99,2636,3345388,Bol12,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2636.0,,7.0,38.0,"REPLICATE>BLOCK>PLOT:2636,REPLICATE>BLOCK:13,REPLICATE:3",rainfed,930.0595238651,227.5708235,"65,1850475229","73,5640337939",2.1165441175,200.2,255,85.4,"-8,37898627100",2012,,,,,,,,,,,,
100,2530,3345308,Bol12,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2530.0,,2.0,29.0,"REPLICATE>BLOCK>PLOT:2530,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,270.0967060223,233.6549347,"65,1850475229","78,7365616513",0.6310942821,190.6,238.8,87.2,"-13,55151412840",2012,,,,,,,,,,,,
101,2154,3344937,Bol12,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2154.0,,15.0,8.0,"REPLICATE>BLOCK>PLOT:2154,REPLICATE>BLOCK:30,REPLICATE:1",rainfed,463.4397529517,209.5075294,"65,1850475229","77,0164465884",0.9709411767,171.6,239.4,88,"-11,83139906550",2012,,,,,,,,,,,,
102,1416,3344652,Bol12,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1416.0,,5.0,3.0,"REPLICATE>BLOCK>PLOT:1416,REPLICATE>BLOCK:9,REPLICATE:1",watered,478.8870245927,248.4969412,"65,1850475229","78,7365616513",1.1900196079,190,241,92.6,"-13,55151412840",2012,,,,,,,,,,,,
103,1395,3344631,Bol12,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1395.0,,26.0,3.0,"REPLICATE>BLOCK>PLOT:1395,REPLICATE>BLOCK:9,REPLICATE:2",watered,1860.2312723543,273.624,"63,4248117499","66,8801572071",5.0900392167,212.6,270.4,94.4,"-3,45534545720",2012,,,,,,,,,,,,
104,3006water_regimewatered,3334234,Bol12,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,watered,259.7717646229,64.419546778,73.0618200847,199.0374799985,1262.0370550519,252.3080928157,93.7084880172,,,2012,,,,,,,,,,,,
105,3006water_regimerainfed,3333988,Bol12,127405,https://doi.org/10.15454/FLE1RA,EZ47_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,226.9105295456,65.0482903783,76.4378637056,186.2723395538,683.285948007,242.4930531552,86.8878074188,,,2012,,,,,,,,,,,,
106,2630,3345382,Bol12,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2630.0,,13.0,38.0,"REPLICATE>BLOCK>PLOT:2630,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,1468.2155537638,219.4821176,"65,1850475229","70,2072968504",3.2224705883,208,270,119,"-5,02224932750",2012,,,,,,,,,,,,
107,2483,3345261,Bol12,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2483.0,,7.0,27.0,"REPLICATE>BLOCK>PLOT:2483,REPLICATE>BLOCK:14,REPLICATE:2",rainfed,2445.8420693731,204.2682353,"65,1850475229","70,2072968504",4.9960784333,203,256.8,116.6,"-5,02224932750",2012,,,,,,,,,,,,
108,2099,3344861,Bol12,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2099.0,,7.0,5.0,"REPLICATE>BLOCK>PLOT:2099,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,939.2585237645,215.3795294,"65,1850475229","73,5640337939",2.0229705883,190,242,107.8,"-8,37898627100",2012,,,,,,,,,,,,
109,1426,3344662,Bol12,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1426.0,,37.0,2.0,"REPLICATE>BLOCK>PLOT:1426,REPLICATE>BLOCK:31,REPLICATE:2",watered,2186.8530021092,300.0282353,"65,1850475229","70,2072968504",6.5611764708,212.8,275,124,"-5,02224932750",2012,,,,,,,,,,,,
110,1363,3344599,Bol12,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1363.0,,16.0,4.0,"REPLICATE>BLOCK>PLOT:1363,REPLICATE>BLOCK:31,REPLICATE:1",watered,1318.306010921,257.4917647,"65,1850475229","73,5640337939",3.3945294117,187.2,243.4,103.4,"-8,37898627100",2012,,,,,,,,,,,,
111,3007water_regimewatered,3334235,Bol12,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,watered,277.6823051121,65.3418889348,71.8078536629,190.5707081946,1807.5169222424,247.5837313708,109.8663534348,,,2012,,,,,,,,,,,,
112,3007water_regimerainfed,3333989,Bol12,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,215.1035621617,64.6315144918,72.0895716972,190.1043405444,1601.3885399311,246.038386258,111.1176391662,,,2012,,,,,,,,,,,,
113,2831,3345604,Bol12,127407,https://doi.org/10.15454/GAHOFA,A310_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2831.0,,1.0,47.0,"REPLICATE>BLOCK>PLOT:2831,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,1483.8836475836,219.2329412,"65,1850475229","66,8801572071",3.2531617646,198.2,248.2,113.2,"-1,69510968420",2012,,,,,,,,,,,,
114,2392,3345149,Bol12,127407,https://doi.org/10.15454/GAHOFA,A310_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2392.0,,14.0,23.0,"REPLICATE>BLOCK>PLOT:2392,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,1666.2474848862,211.1957647,"65,1850475229","66,8801572071",3.5190441175,204,254.4,121,"-1,69510968420",2012,,,,,,,,,,,,
115,2114,3344876,Bol12,127407,https://doi.org/10.15454/GAHOFA,A310_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2114.0,,13.0,6.0,"REPLICATE>BLOCK>PLOT:2114,REPLICATE>BLOCK:25,REPLICATE:1",rainfed,2093.6673281568,212.9844706,"65,1850475229","66,8801572071",4.459186275,184.8,234,110.8,"-1,69510968420",2012,,,,,,,,,,,,
116,1209,3344403,Bol12,127407,https://doi.org/10.15454/GAHOFA,A310_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1209.0,,2.0,8.0,"REPLICATE>BLOCK>PLOT:1209,REPLICATE>BLOCK:4,REPLICATE:1",watered,1353.4063260388,255.3035294,"65,1850475229","65,1850475229",3.4552941175,169.4,212.6,96.2,"0,00000000000",2012,,,,,,,,,,,,
117,1188,3344382,Bol12,127407,https://doi.org/10.15454/GAHOFA,A310_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1188.0,,23.0,8.0,"REPLICATE>BLOCK>PLOT:1188,REPLICATE>BLOCK:4,REPLICATE:2",watered,2381.4390838223,255.8228235,"61,708754101","66,8801572071",6.0922647042,195.2,266.2,111,"-5,17140310610",2012,,,,,,,,,,,,
118,3008water_regimewatered,3334236,Bol12,127407,https://doi.org/10.15454/GAHOFA,A310_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,watered,252.869715207,63.6102738819,65.5032716126,179.3222553893,1858.1983054997,231.9453427758,106.2118459037,,,2012,,,,,,,,,,,,
119,3008water_regimerainfed,3333990,Bol12,127407,https://doi.org/10.15454/GAHOFA,A310_H,University_of_Bologna Cadriano 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,211.8899416186,65.2163271813,65.3132402633,204.8874859552,1750.6878435639,250.7813173807,117.4799524083,,,2012,,,,,,,,,,,,
120,2766,3345539,Bol12,127408,https://doi.org/10.15454/MN1MDA,B84_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2766.0,,3.0,44.0,"REPLICATE>BLOCK>PLOT:2766,REPLICATE>BLOCK:6,REPLICATE:3",rainfed,1626.1990404545,174.8456471,"70,2072968504","77,0164465884",2.8433382354,198,251.6,113.6,"-6,80914973800",2012,,,,,,,,,,,,
121,2352,3345109,Bol12,127408,https://doi.org/10.15454/MN1MDA,B84_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2352.0,,12.0,21.0,"REPLICATE>BLOCK>PLOT:2352,REPLICATE>BLOCK:23,REPLICATE:2",rainfed,1906.0283686338,176.7642353,"68,5802497608","77,0164465884",3.3691764704,183.2,238.6,100.8,"-8,43619682760",2012,,,,,,,,,,,,
122,2252,3345035,Bol12,127408,https://doi.org/10.15454/MN1MDA,B84_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,2252.0,,1.0,12.0,"REPLICATE>BLOCK>PLOT:2252,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,1133.7415691166,196.1957647,"70,2072968504","78,7365616513",2.2243529413,207.8,265.8,113,"-8,52926480090",2012,,,,,,,,,,,,
123,1452,3344688,Bol12,127408,https://doi.org/10.15454/MN1MDA,B84_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1452.0,,11.0,2.0,"REPLICATE>BLOCK>PLOT:1452,REPLICATE>BLOCK:21,REPLICATE:1",watered,933.9080457495,233.6376471,"66,8801572071","78,7365616513",2.1819607842,166.2,226.8,106.4,"-11,85640444420",2012,,,,,,,,,,,,
124,1263,3344467,Bol12,127408,https://doi.org/10.15454/MN1MDA,B84_H,University_of_Bologna Cadriano 2012,REPLICATE>BLOCK>PLOT,,,1263.0,,32.0,6.0,"REPLICATE>BLOCK>PLOT:1263,REPLICATE>BLOCK:21,REPLICATE:2",watered,2583.6489901779,267.1058824,"65,1850475229","71,890560176",6.9010784333,203.4,258.2,114.2,"-6,70551265310",2012,,,,,,,,,,,,
