,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L9,L10,L11,L12,L13,W9,W10,W11,W12,W13,L14,W14,L8,W8
1045,YCXGDTM1078050,3356419,Gra13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1078050,,78.0,50.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1078050,REPLICATE>BLOCK:22,REPLICATE:1",watered,3934.5807948941,285.2223529412,NA,NA,11.2223039216,270,335,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,3145water_regimewatered,3338184,Gra13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,268.1800148401,67.4875045057,,265.6831459111,3845.3387076494,322.4843004681,122.2267652067,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,3145water_regimerainfed,3337938,Gra13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,268.4280525442,65.7586311937,69.7964761843,178.7820210755,2852.3480797611,222.1935278285,91.0706125925,,,2013,16.2789256198,15.1729236813,13.5733894984,230.742,410.825,1348.551,-226.4382716049,-55.4152298851,38.3495412611,37.5557196649,33.8588067901,,,,,,,,,,,,,,,
1048,YCXGDTM1097027,3356430,Gra13,127540,https://doi.org/10.15454/DU6APM,F752_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1097027,,97.0,27.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1097027,REPLICATE>BLOCK:44,REPLICATE:5",rainfed,2203.5256410256,289.6094117647,"70,752276834","74,9225179234",6.3816176471,150,195,85,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,YCXGDTM1081030,3356429,Gra13,127540,https://doi.org/10.15454/DU6APM,F752_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1081030,,81.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1081030,REPLICATE>BLOCK:59,REPLICATE:4",rainfed,2652.8013582343,274.0582352941,"67,8477662825","72,2486439239",7.2702205882,165,210,90,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,YCXGDTM1049022,3356428,Gra13,127540,https://doi.org/10.15454/DU6APM,F752_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1049022,,49.0,22.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1049022,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,2230.8881394042,271.3847058824,"70,752276834","74,9225179234",6.0542892157,160,200,90,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,YCXGDTM1085038,3356427,Gra13,127540,https://doi.org/10.15454/DU6APM,F752_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1085038,,85.0,38.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1085038,REPLICATE>BLOCK:2,REPLICATE:2",watered,3421.5911997953,293.9414705882,NA,NA,10.0574754902,260,310,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,YCXGDTM1059051,3356426,Gra13,127540,https://doi.org/10.15454/DU6APM,F752_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1059051,,59.0,51.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1059051,REPLICATE>BLOCK:22,REPLICATE:1",watered,3231.5731573157,280.1858823529,NA,NA,9.0544117647,285,330,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,3146water_regimewatered,3338185,Gra13,127540,https://doi.org/10.15454/DU6APM,F752_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,314.5185877979,71.5614854856,,278.2683439458,3353.6824777146,327.5390822421,144.8176841746,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,3146water_regimerainfed,3337939,Gra13,127540,https://doi.org/10.15454/DU6APM,F752_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,296.9930948967,70.1398104933,74.5224395612,172.4812499102,2430.4525334957,221.1959884297,91.5132038385,,,2013,15.9841297591,15.3963171717,13.013894453,387.126,441.119,1295.62,-223.7033333333,-44.6231638418,38.1196831239,37.5187210203,32.9139013181,,,,,,,,,,,,,,,
1055,YCXGDTM1094028,3356436,Gra13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1094028,,94.0,28.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1094028,REPLICATE>BLOCK:48,REPLICATE:5",rainfed,1913.7792103143,299.665,"63,6921554831","67,8477662825",5.7349264706,145,185,70,"-4,15561079940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,YCXGDTM1053023,3356433,Gra13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1053023,,53.0,23.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1053023,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,1584.6383296048,316.3182352941,"63,6921554831","67,8477662825",5.0125,180,215,90,"-4,15561079940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,YCXGDTM1081051,3356432,Gra13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1081051,,81.0,51.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1081051,REPLICATE>BLOCK:22,REPLICATE:2",watered,2862.3471246422,311.9611764706,NA,NA,8.9294117647,260,330,160,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,YCXGDTM1065044,3356431,Gra13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1065044,,65.0,44.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1065044,REPLICATE>BLOCK:12,REPLICATE:1",watered,2759.0536611155,305.9779411765,NA,NA,8.4420955882,270,320,130,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,YCXGDTM1076018,3356435,Gra13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1076018,,76.0,18.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1076018,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,2216.3120567376,293.28,"63,6921554831","66,4276631668",6.5,170,215,80,"-2,73550768370",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,3147water_regimewatered,3338186,Gra13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,310.9668004768,62.8032778665,,260.4861134719,2980.2705804305,318.827840643,140.7205505017,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,3147water_regimerainfed,3337940,Gra13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,317.3036022345,63.1211603884,66.8721201418,172.9674753227,1916.4158466929,227.4636631241,80.5177381951,,,2013,16.3221861472,15.270701459,13.4427407136,190.107,411.944,1439.057,-224.0555555556,-61.1102150538,38.3196004747,37.7504230582,33.7179611347,,,,,,,,,,,,,,,
1062,YCXGDTM1098025,3356442,Gra13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1098025,,98.0,25.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1098025,REPLICATE>BLOCK:35,REPLICATE:5",rainfed,2259.7001763668,267.8241176471,"69,2512954927","73,5986808046",6.0520220588,180,230,75,"-4,34738531190",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,YCXGDTM1072022,3356441,Gra13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1072022,,72.0,22.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1072022,REPLICATE>BLOCK:20,REPLICATE:4",rainfed,2298.8505747126,273.9647058824,"70,752276834","74,9225179234",6.2980392157,180,230,75,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,YCXGDTM1062030,3356439,Gra13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1062030,,62.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1062030,REPLICATE>BLOCK:60,REPLICATE:3",rainfed,2144.6078431373,268.26,"69,2512954927","73,5986808046",5.753125,185,230,75,"-4,34738531190",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,YCXGDTM1092041,3356438,Gra13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1092041,,92.0,41.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1092041,REPLICATE>BLOCK:7,REPLICATE:2",watered,3130.828670397,293.6170588235,NA,NA,9.1926470588,280,340,120,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,YCXGDTM1063038,3356437,Gra13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1063038,,63.0,38.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1063038,REPLICATE>BLOCK:2,REPLICATE:1",watered,2963.125548727,268.67,NA,NA,7.9610294118,255,310,90,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,3148water_regimewatered,3338187,Gra13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,293.8494217185,68.3736859565,,272.7167623517,2942.358962395,335.9519502504,111.036183022,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,3148water_regimerainfed,3337941,Gra13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,286.2595625618,70.0171910942,74.2782876212,186.0428552414,2272.5671035054,236.2671809296,77.8382979934,,,2013,16.1778063241,15.3214054336,13.1969304654,275.159,441.119,1260.162,-224.9885057471,-44.0580357143,38.0754898213,37.6773598655,33.3680200723,,,,,,,,,,,,,,,
1069,YCXGDTM1081027,3356446,Gra13,127543,https://doi.org/10.15454/TML7FA,F908_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1081027,,81.0,27.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1081027,REPLICATE>BLOCK:45,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,2463.0541871921,287.6629411765,"66,4276631668","70,752276834",7.0852941176,280,250,100,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,YCXGDTM1090021,3356447,Gra13,127543,https://doi.org/10.15454/TML7FA,F908_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1090021,,90.0,21.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1090021,REPLICATE>BLOCK:15,REPLICATE:5",rainfed,2019.6506550218,271.7691176471,"67,8477662825","72,2486439239",5.4887867647,200,240,110,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,YCXGDTM1052031,3356445,Gra13,127543,https://doi.org/10.15454/TML7FA,F908_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1052031,,52.0,31.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1052031,REPLICATE>BLOCK:62,REPLICATE:3",rainfed,2448.7643158529,263.1629411765,"66,4276631668","70,752276834",6.4442401961,225,270,125,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,YCXGDTM1090044,3356444,Gra13,127543,https://doi.org/10.15454/TML7FA,F908_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1090044,,90.0,44.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1090044,REPLICATE>BLOCK:12,REPLICATE:2",watered,3307.7029648102,292.6120588235,NA,NA,9.6787377451,295,350,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,YCXGDTM1076039,3356443,Gra13,127543,https://doi.org/10.15454/TML7FA,F908_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1076039,,76.0,39.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1076039,REPLICATE>BLOCK:5,REPLICATE:1",watered,3101.4549233567,308.6747058824,NA,NA,9.5734068627,280,340,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,3149water_regimewatered,3338188,Gra13,127543,https://doi.org/10.15454/TML7FA,F908_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,306.4327100871,64.7280643041,,288.8730161206,3154.888360744,344.0020771027,143.6616893588,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,3149water_regimerainfed,3337942,Gra13,127543,https://doi.org/10.15454/TML7FA,F908_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,287.7740407939,66.5739225501,71.2911540478,230.547274756,2204.4527502263,247.5749123927,109.7718209722,,,2013,16.0915019763,15.2551575758,13.3566088855,299.344,410.512,1348.804,-227.6366666667,-52.0988700565,37.9996570513,37.6413906247,33.6044412369,,,,,,,,,,,,,,,
1076,YCXGDTM1063022,3356450,Gra13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1063022,,63.0,22.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1063022,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,2840.0597907324,264.6485294118,"66,4276631668","70,752276834",7.5161764706,210,250,110,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,YCXGDTM1099024,3356452,Gra13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1099024,,99.0,24.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1099024,REPLICATE>BLOCK:30,REPLICATE:5",rainfed,2872.8893058161,258.0347058824,"67,8477662825","72,2486439239",7.4130514706,190,230,95,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,YCXGDTM1082028,3356451,Gra13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1082028,,82.0,28.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1082028,REPLICATE>BLOCK:50,REPLICATE:4",rainfed,3159.654272668,249.1876470588,"67,8477662825","72,2486439239",7.8734681373,200,240,80,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,YCXGDTM1092043,3356449,Gra13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1092043,,92.0,43.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1092043,REPLICATE>BLOCK:11,REPLICATE:2",watered,4532.8498293515,277.8329411765,NA,NA,12.59375,280,320,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,YCXGDTM1067041,3356448,Gra13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1067041,,67.0,41.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1067041,REPLICATE>BLOCK:7,REPLICATE:1",watered,3798.1347773767,263.6388235294,NA,NA,10.0133578431,300,350,130,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,3150water_regimewatered,3338189,Gra13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,287.3696873673,67.4509300939,,284.5796445973,4107.52155566,336.3036003476,127.2159039252,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,3150water_regimerainfed,3337943,Gra13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,266.8056642286,67.5647559995,71.7360533553,202.6548165944,2922.9952351907,237.6128052564,95.0631120208,,,2013,16.0950757576,15.2852666667,13.3636975013,327.287,440.351,1303.077,-227.9866666667,-48.8523391813,38.0739312419,37.6025573893,33.5952721031,,,,,,,,,,,,,,,
1083,YCXGDTM1090030,3356457,Gra13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1090030,,90.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1090030,REPLICATE>BLOCK:56,REPLICATE:5",rainfed,2060.2279728897,248.86,"67,8477662825","72,2486439239",5.1270833333,165,200,90,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,YCXGDTM1070024,3356456,Gra13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1070024,,70.0,24.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1070024,REPLICATE>BLOCK:29,REPLICATE:4",rainfed,2202.9778182923,254.5685294118,"74,9225179234","78,4192045197",5.6080882353,160,195,80,"-3,49668659630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,YCXGDTM1057021,3356455,Gra13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1057021,,57.0,21.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1057021,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,2212.8670120898,259.1876470588,"66,4276631668","70,752276834",5.7354779412,205,255,125,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,YCXGDTM1090050,3356454,Gra13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1090050,,90.0,50.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1090050,REPLICATE>BLOCK:21,REPLICATE:2",watered,3390.2012248469,275.3285294118,NA,NA,9.3341911765,265,315,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,YCXGDTM1074040,3356453,Gra13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1074040,,74.0,40.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1074040,REPLICATE>BLOCK:6,REPLICATE:1",watered,3301.9556333917,267.6982352941,NA,NA,8.8392769608,270,310,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,3151water_regimewatered,3338190,Gra13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,276.4458768803,66.9275636455,,270.7247696627,3454.5962044117,311.4792124056,138.3469508581,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,3151water_regimerainfed,3337944,Gra13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,281.13004531,70.0755799253,74.3208857358,179.4173731786,2076.6637053225,219.5964286067,98.0472785611,,,2013,16.3217316017,15.3323674242,13.0853265413,208.594,441.119,1282.711,-223.96875,-44.3994252874,38.3682391915,37.5910193888,33.0647630021,,,,,,,,,,,,,,,
1090,YCXGDTM1098032,3356462,Gra13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1098032,,98.0,32.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1098032,REPLICATE>BLOCK:67,REPLICATE:5",rainfed,2006.880733945,268.0117647059,"66,4276631668","70,752276834",5.3786764706,165,205,70,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,YCXGDTM1070020,3356461,Gra13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1070020,,70.0,20.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1070020,REPLICATE>BLOCK:11,REPLICATE:4",rainfed,2366.6092943201,284.69,"70,752276834","74,9225179234",6.7375,175,210,80,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,YCXGDTM1055025,3356460,Gra13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1055025,,55.0,25.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1055025,REPLICATE>BLOCK:35,REPLICATE:3",rainfed,2294.0456769984,294.9611764706,"63,6921554831","67,8477662825",6.7665441176,175,215,80,"-4,15561079940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,YCXGDTM1095049,3356459,Gra13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1095049,,95.0,49.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1095049,REPLICATE>BLOCK:20,REPLICATE:2",watered,4469.696969697,202.8529411765,NA,NA,9.0669117647,265,310,120,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,YCXGDTM1077038,3356458,Gra13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1077038,,77.0,38.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1077038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,2547.9616306954,303.1835294118,NA,NA,7.725,230,265,100,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,3152water_regimewatered,3338191,Gra13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,284.6887229272,64.3695087506,,253.3603038261,3149.872556711,291.0813433992,114.759075552,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,3152water_regimerainfed,3337945,Gra13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,293.8371080701,66.989161597,71.1560220323,177.9625811933,2233.6326587247,214.5352815582,77.4382181214,,,2013,16.3118595041,15.2284117032,13.5207296651,211.079,410.512,1318.642,-226.2212643678,-52.1944444444,38.3165853819,37.5468866039,33.8054806665,,,,,,,,,,,,,,,
1097,YCXGDTM1091024,3356468,Gra13,127547,https://doi.org/10.15454/KVWABC,F252_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1091024,,91.0,24.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1091024,REPLICATE>BLOCK:29,REPLICATE:5",rainfed,2148.6349848332,251.3223529412,"63,6921554831","67,8477662825",5.4,185,220,85,"-4,15561079940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,YCXGDTM1087029,3356466,Gra13,127547,https://doi.org/10.15454/KVWABC,F252_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1087029,,87.0,29.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1087029,REPLICATE>BLOCK:56,REPLICATE:4",rainfed,2140.9749670619,251.2141176471,"63,6921554831","67,8477662825",5.3784313725,155,190,70,"-4,15561079940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,YCXGDTM1061020,3356465,Gra13,127547,https://doi.org/10.15454/KVWABC,F252_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1061020,,61.0,20.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1061020,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,2685.6240126382,259.7161764706,"63,6921554831","67,8477662825",6.975,200,240,105,"-4,15561079940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,YCXGDTM1095048,3356464,Gra13,127547,https://doi.org/10.15454/KVWABC,F252_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1095048,,95.0,48.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1095048,REPLICATE>BLOCK:18,REPLICATE:2",watered,2896.6131907308,280.17,NA,NA,8.1154411765,295,340,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,YCXGDTM1071049,3356463,Gra13,127547,https://doi.org/10.15454/KVWABC,F252_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1071049,,71.0,49.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1071049,REPLICATE>BLOCK:20,REPLICATE:1",watered,2959.2803030303,260.5835294118,NA,NA,7.7113970588,275,310,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,3153water_regimewatered,3338192,Gra13,127547,https://doi.org/10.15454/KVWABC,F252_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,290.2625101743,62.8286138807,,277.8591094665,2598.5650993709,314.789235116,129.9514179635,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,3153water_regimerainfed,3337946,Gra13,127547,https://doi.org/10.15454/KVWABC,F252_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,260.1118241633,63.5800821005,67.4313465177,185.340031075,2341.4637898565,222.964403818,89.7250579294,,,2013,16.0939525692,15.238997669,13.9154377104,212.407,411.944,1304.405,-224.8237179487,-63.6836419753,38.0771044624,37.7310828514,34.1744505513,,,,,,,,,,,,,,,
1104,YCXGDTM1092029,3356474,Gra13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1092029,,92.0,29.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1092029,REPLICATE>BLOCK:52,REPLICATE:5",rainfed,2819.8653198653,244.2970588235,"67,8477662825","72,2486439239",6.8888480392,165,200,80,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,YCXGDTM1079024,3356472,Gra13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1079024,,79.0,24.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1079024,REPLICATE>BLOCK:31,REPLICATE:4",rainfed,3034.376018247,248.8297058824,"63,6921554831","67,8477662825",7.5504289216,105,190,70,"-4,15561079940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
