,study_unique_id,study_title,study_description,description_of_the_experimental_design,start_date_of_study,end_date_of_study,contact_institution,geographic_location_country,experimental_site_name,geographic_location_lattitude,geographic_location_longitude,geographic_location_altitude,observatin_unit_description,description_of_growth_facilty
329,BTH_Estrées-Mons_2012_TECH,BTH_Estrées-Mons_2012_TECH,,,2011-10-20,2012-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
330,BTH_Rennes_2007_SetA2,BTH_Rennes_2007_SetA2,,,2006-10-20,2007-07-31,NA,,Rennes,48.106,-1.791,,NA,field
331,BTH_Estrées-Mons_2003_SetA2,BTH_Estrées-Mons_2003_SetA2,,,2002-10-20,2003-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
332,BTH_Le_Moulon_2005_SetB2,BTH_Le_Moulon_2005_SetB2,,,2004-10-20,2005-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
333,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,,,2000-10-20,2001-07-31,NA,,Colmar,48.064,7.33,,NA,field
334,BTH_Rennes_2005_SetA1_PIETIN-VERSE,BTH_Rennes_2005_SetA1_PIETIN-VERSE,,,2004-10-20,2005-07-31,NA,,Rennes,48.106,-1.791,,NA,field
335,BTH_Dijon_2002_SetA1,BTH_Dijon_2002_SetA1,,,2001-10-20,2002-07-31,NA,,Dijon,47.277,5.094,,NA,field
336,BTH_Dijon_2013_SetB3,BTH_Dijon_2013_SetB3,,,2012-10-20,2013-07-31,NA,,Dijon,47.277,5.094,,NA,field
337,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,,,2001-10-20,2002-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
338,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,,,2006-10-20,2007-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
339,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,,,2012-10-20,2013-07-31,NA,,Dijon,47.277,5.094,,NA,field
340,BTH_Orgeval_2000_SetB3,BTH_Orgeval_2000_SetB3,,,1999-10-20,2000-07-31,NA,,Orgeval,48.838,1.953,,NA,field
341,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,,,2006-10-20,2007-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
342,BTH_Lusignan_2015_SetB2,BTH_Lusignan_2015_SetB2,,,2014-10-20,2015-07-31,NA,,Lusignan,46.4,0.07,,NA,field
343,BTH_Orgeval_2011_SetA2,BTH_Orgeval_2011_SetA2,,,2010-10-20,2011-07-31,NA,,Orgeval,48.838,1.953,,NA,field
344,BTH_Chaux_des_Prés_2004_SetB1,BTH_Chaux_des_Prés_2004_SetB1,,,2003-10-20,2004-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
345,BTH_Estrées-Mons_2007_SetB2,BTH_Estrées-Mons_2007_SetB2,,,2006-10-20,2007-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
346,BTH_Rennes_2008_SetA2_PIETIN-VERSE,BTH_Rennes_2008_SetA2_PIETIN-VERSE,,,2007-10-20,2008-07-31,NA,,Rennes,48.106,-1.791,,NA,field
347,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,,,2013-10-20,2014-07-31,NA,,Rennes,48.106,-1.791,,NA,field
348,BTH_Le_Moulon_2004_SetB2,BTH_Le_Moulon_2004_SetB2,,,2003-10-20,2004-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
349,BTH_Orgeval_2014_SetA2,BTH_Orgeval_2014_SetA2,,,2013-10-20,2014-07-31,NA,,Orgeval,48.838,1.953,,NA,field
350,BTH_Chaux_des_Prés_2004_SetA2,BTH_Chaux_des_Prés_2004_SetA2,,,2003-10-20,2004-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
351,BTH_Chaux_des_Prés_2000_SetB3,BTH_Chaux_des_Prés_2000_SetB3,,,1999-10-20,2000-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
352,BTH_Lusignan_2009_TECH,BTH_Lusignan_2009_TECH,,,2008-10-20,2009-07-31,NA,,Lusignan,46.4,0.07,,NA,field
353,BTH_Orgeval_2009_SetB2,BTH_Orgeval_2009_SetB2,,,2008-10-20,2009-07-31,NA,,Orgeval,48.838,1.953,,NA,field
354,BTH_Le_Moulon_2010_SetA2,BTH_Le_Moulon_2010_SetA2,,,2009-10-20,2010-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
355,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,,,2014-10-20,2015-07-31,NA,,Dijon,47.277,5.094,,NA,field
356,BTH_Estrées-Mons_2009_SetA2,BTH_Estrées-Mons_2009_SetA2,,,2008-10-20,2009-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
357,BTH_Chaux_des_Prés_2012_SetB2,BTH_Chaux_des_Prés_2012_SetB2,,,2011-10-20,2012-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
358,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,,,2008-10-20,2009-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
359,BTH_Clermont-Ferrand_2013_SetA2,BTH_Clermont-Ferrand_2013_SetA2,,,2012-10-20,2013-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
360,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,,,2006-10-20,2007-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
361,BTH_Estrées-Mons_2009_TECH,BTH_Estrées-Mons_2009_TECH,,,2008-10-20,2009-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
362,BTH_Rennes_2013_TECH,BTH_Rennes_2013_TECH,,,2012-10-20,2013-07-31,NA,,Rennes,48.106,-1.791,,NA,field
363,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,,,2005-10-20,2006-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
364,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,,,2007-10-20,2008-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
365,BTH_Rennes_2005_TECH,BTH_Rennes_2005_TECH,,,2004-10-20,2005-07-31,NA,,Rennes,48.106,-1.791,,NA,field
366,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,,,2005-10-20,2006-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
367,BTH_Clermont-Ferrand_2005_TECH,BTH_Clermont-Ferrand_2005_TECH,,,2004-10-20,2005-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
368,BTH_Lusignan_2002_SetB3,BTH_Lusignan_2002_SetB3,,,2001-10-20,2002-07-31,NA,,Lusignan,46.4,0.07,,NA,field
369,BTH_Le_Moulon_2014_TECH,BTH_Le_Moulon_2014_TECH,,,2013-10-20,2014-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
370,BTH_Dijon_2000_SetB1,BTH_Dijon_2000_SetB1,,,1999-10-20,2000-07-31,NA,,Dijon,47.277,5.094,,NA,field
371,BTH_Le_Moulon_2015_SetB3,BTH_Le_Moulon_2015_SetB3,,,2014-10-20,2015-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
372,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,,,2009-10-20,2010-07-31,NA,,Rennes,48.106,-1.791,,NA,field
373,BTH_Colmar_2000_SetB3,BTH_Colmar_2000_SetB3,,,1999-10-20,2000-07-31,NA,,Colmar,48.064,7.33,,NA,field
374,BTH_Colmar_2001_SetA1,BTH_Colmar_2001_SetA1,,,2000-10-20,2001-07-31,NA,,Colmar,48.064,7.33,,NA,field
375,BTH_Rennes_2002_SetB3,BTH_Rennes_2002_SetB3,,,2001-10-20,2002-07-31,NA,,Rennes,48.106,-1.791,,NA,field
376,BTH_Clermont-Ferrand_2007_SetA1,BTH_Clermont-Ferrand_2007_SetA1,,,2006-10-20,2007-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
377,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,,,2002-10-20,2003-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
378,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,,,2013-10-20,2014-07-31,NA,,Lusignan,46.4,0.07,,NA,field
379,BTH_Orgeval_2000_SetB1,BTH_Orgeval_2000_SetB1,,,1999-10-20,2000-07-31,NA,,Orgeval,48.838,1.953,,NA,field
380,BTH_Colmar_2002_SetA1,BTH_Colmar_2002_SetA1,,,2001-10-20,2002-07-31,NA,,Colmar,48.064,7.33,,NA,field
381,BTH_Chaux_des_Prés_2010_SetB3,BTH_Chaux_des_Prés_2010_SetB3,,,2009-10-20,2010-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
382,BTH_Rennes_2014_TECH,BTH_Rennes_2014_TECH,,,2013-10-20,2014-07-31,NA,,Rennes,48.106,-1.791,,NA,field
383,BTH_Clermont-Ferrand_2015_SetB3,BTH_Clermont-Ferrand_2015_SetB3,,,2014-10-20,2015-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
384,BTH_Clermont-Ferrand_2012_SetA2,BTH_Clermont-Ferrand_2012_SetA2,,,2011-10-20,2012-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
385,BTH_Orgeval_2010_SetB2,BTH_Orgeval_2010_SetB2,,,2009-10-20,2010-07-31,NA,,Orgeval,48.838,1.953,,NA,field
386,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,,,2005-10-20,2006-07-31,NA,,Rennes,48.106,-1.791,,NA,field
387,BTH_Rennes_2001_SetA1,BTH_Rennes_2001_SetA1,,,2000-10-20,2001-07-31,NA,,Rennes,48.106,-1.791,,NA,field
388,BTH_Lusignan_2014_SetB3,BTH_Lusignan_2014_SetB3,,,2013-10-20,2014-07-31,NA,,Lusignan,46.4,0.07,,NA,field
389,BTH_Le_Moulon_2000_TECH,BTH_Le_Moulon_2000_TECH,,,1999-10-20,2000-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
390,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,,,2011-10-20,2012-07-31,NA,,Lusignan,46.4,0.07,,NA,field
391,BTH_Colmar_2005_SetA1,BTH_Colmar_2005_SetA1,,,2004-10-20,2005-07-31,NA,,Colmar,48.064,7.33,,NA,field
392,BTH_Orgeval_2001_SetB3,BTH_Orgeval_2001_SetB3,,,2000-10-20,2001-07-31,NA,,Orgeval,48.838,1.953,,NA,field
393,BTH_Lusignan_2003_SetB3,BTH_Lusignan_2003_SetB3,,,2002-10-20,2003-07-31,NA,,Lusignan,46.4,0.07,,NA,field
394,BTH_Estrées-Mons_2005_TECH,BTH_Estrées-Mons_2005_TECH,,,2004-10-20,2005-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
395,BTH_Dijon_2000_SetB3,BTH_Dijon_2000_SetB3,,,1999-10-20,2000-07-31,NA,,Dijon,47.277,5.094,,NA,field
396,BTH_Estrées-Mons_2011_SetA1,BTH_Estrées-Mons_2011_SetA1,,,2010-10-20,2011-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
397,BTH_Le_Moulon_2015_SetB1,BTH_Le_Moulon_2015_SetB1,,,2014-10-20,2015-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
398,BTH_Le_Moulon_2010_SetB1,BTH_Le_Moulon_2010_SetB1,,,2009-10-20,2010-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
399,BTH_Dijon_2012_SetA2,BTH_Dijon_2012_SetA2,,,2011-10-20,2012-07-31,NA,,Dijon,47.277,5.094,,NA,field
400,BTH_Estrées-Mons_2011_SetB2,BTH_Estrées-Mons_2011_SetB2,,,2010-10-20,2011-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
401,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,,,2006-10-20,2007-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
402,BTH_Estrées-Mons_2004_SetA1,BTH_Estrées-Mons_2004_SetA1,,,2003-10-20,2004-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
403,BTH_Le_Moulon_2004_SetB1,BTH_Le_Moulon_2004_SetB1,,,2003-10-20,2004-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
404,BTH_Lusignan_2001_SetB3,BTH_Lusignan_2001_SetB3,,,2000-10-20,2001-07-31,NA,,Lusignan,46.4,0.07,,NA,field
405,BTH_Chaux_des_Prés_2010_SetA1,BTH_Chaux_des_Prés_2010_SetA1,,,2009-10-20,2010-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
406,BTH_Rennes_2001_SetA2_PIETIN-VERSE,BTH_Rennes_2001_SetA2_PIETIN-VERSE,,,2000-10-20,2001-07-31,NA,,Rennes,48.106,-1.791,,NA,field
407,BTH_Chaux_des_Prés_2013_SetB3,BTH_Chaux_des_Prés_2013_SetB3,,,2012-10-20,2013-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
408,BTH_Dijon_2008_SetA2,BTH_Dijon_2008_SetA2,,,2007-10-20,2008-07-31,NA,,Dijon,47.277,5.094,,NA,field
409,BTH_Clermont-Ferrand_2005_SetA2,BTH_Clermont-Ferrand_2005_SetA2,,,2004-10-20,2005-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
410,BTH_Estrées-Mons_2005_SetB3,BTH_Estrées-Mons_2005_SetB3,,,2004-10-20,2005-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
411,BTH_Rennes_2000_SetB3,BTH_Rennes_2000_SetB3,,,1999-10-20,2000-07-31,NA,,Rennes,48.106,-1.791,,NA,field
412,BTH_Dijon_2013_SetB1,BTH_Dijon_2013_SetB1,,,2012-10-20,2013-07-31,NA,,Dijon,47.277,5.094,,NA,field
413,BTH_Estrées-Mons_2007_SetB3,BTH_Estrées-Mons_2007_SetB3,,,2006-10-20,2007-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
414,BTH_Epi-centre_2009_SetA1,BTH_Epi-centre_2009_SetA1,,,2008-10-20,2009-07-31,NA,France,Epi-centre,47.029,2.331,,NA,field
415,BTH_Lusignan_2009_SetA1,BTH_Lusignan_2009_SetA1,,,2008-10-20,2009-07-31,NA,,Lusignan,46.4,0.07,,NA,field
416,BTH_Rennes_2008_SetB3_PIETIN-VERSE,BTH_Rennes_2008_SetB3_PIETIN-VERSE,,,2007-10-20,2008-07-31,NA,,Rennes,48.106,-1.791,,NA,field
417,BTH_Rennes_2012_SetB1,BTH_Rennes_2012_SetB1,,,2011-10-20,2012-07-31,NA,,Rennes,48.106,-1.791,,NA,field
418,BTH_Clermont-Ferrand_2002_SetB1,BTH_Clermont-Ferrand_2002_SetB1,,,2001-10-20,2002-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
419,BTH_Colmar_2002_SetA2,BTH_Colmar_2002_SetA2,,,2001-10-20,2002-07-31,NA,,Colmar,48.064,7.33,,NA,field
420,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,,,2007-10-20,2008-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
421,BTH_Le_Moulon_2013_SetB3,BTH_Le_Moulon_2013_SetB3,,,2012-10-20,2013-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
422,BTH_Clermont-Ferrand_2014_SetA1,BTH_Clermont-Ferrand_2014_SetA1,,,2013-10-20,2014-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
423,BTH_Rennes_2010_SetB3,BTH_Rennes_2010_SetB3,,,2009-10-20,2010-07-31,NA,,Rennes,48.106,-1.791,,NA,field
424,BTH_Lusignan_2006_SetB3,BTH_Lusignan_2006_SetB3,,,2005-10-20,2006-07-31,NA,,Lusignan,46.4,0.07,,NA,field
425,BTH_Lusignan_2001_SetA2,BTH_Lusignan_2001_SetA2,,,2000-10-20,2001-07-31,NA,,Lusignan,46.4,0.07,,NA,field
426,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,,,2014-10-20,2015-07-31,NA,,Rennes,48.106,-1.791,,NA,field
427,BTH_Le_Moulon_2005_SetA2,BTH_Le_Moulon_2005_SetA2,,,2004-10-20,2005-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
428,BTH_Orgeval_2006_SetB2,BTH_Orgeval_2006_SetB2,,,2005-10-20,2006-07-31,NA,,Orgeval,48.838,1.953,,NA,field
429,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,,,2008-10-20,2009-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
430,BTH_Epi-centre_2012_SetA1,BTH_Epi-centre_2012_SetA1,,,2011-10-20,2012-07-31,NA,France,Epi-centre,47.029,2.331,,NA,field
431,BTH_Rennes_2015_SetB1,BTH_Rennes_2015_SetB1,,,2014-10-20,2015-07-31,NA,,Rennes,48.106,-1.791,,NA,field
432,BTH_Estrées-Mons_2008_TECH,BTH_Estrées-Mons_2008_TECH,,,2007-10-20,2008-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
433,BTH_Estrées-Mons_2008_SetB2,BTH_Estrées-Mons_2008_SetB2,,,2007-10-20,2008-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
434,BTH_Estrées-Mons_2014_SetA2,BTH_Estrées-Mons_2014_SetA2,,,2013-10-20,2014-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
435,BTH_Orgeval_2004_SetA1,BTH_Orgeval_2004_SetA1,,,2003-10-20,2004-07-31,NA,,Orgeval,48.838,1.953,,NA,field
436,BTH_Rennes_2010_SetA2_PIETIN-VERSE,BTH_Rennes_2010_SetA2_PIETIN-VERSE,,,2009-10-20,2010-07-31,NA,,Rennes,48.106,-1.791,,NA,field
437,BTH_Orgeval_2008_SetA2,BTH_Orgeval_2008_SetA2,,,2007-10-20,2008-07-31,NA,,Orgeval,48.838,1.953,,NA,field
438,BTH_Clermont-Ferrand_2011_SetA1,BTH_Clermont-Ferrand_2011_SetA1,,,2010-10-20,2011-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
439,BTH_Rennes_2002_SetB1,BTH_Rennes_2002_SetB1,,,2001-10-20,2002-07-31,NA,,Rennes,48.106,-1.791,,NA,field
440,BTH_Champagne-céréales_2010_SetA1,BTH_Champagne-céréales_2010_SetA1,,,2009-10-20,2010-07-31,NA,France,Champagne-céréales,49.42,4.272,,NA,field
441,BTH_Rennes_2014_SetA2,BTH_Rennes_2014_SetA2,,,2013-10-20,2014-07-31,NA,,Rennes,48.106,-1.791,,NA,field
442,BTH_Orgeval_2003_SetB3,BTH_Orgeval_2003_SetB3,,,2002-10-20,2003-07-31,NA,,Orgeval,48.838,1.953,,NA,field
443,BTH_Dijon_2006_SetB2,BTH_Dijon_2006_SetB2,,,2005-10-20,2006-07-31,NA,,Dijon,47.277,5.094,,NA,field
444,BTH_Estrées-Mons_2002_SetB2,BTH_Estrées-Mons_2002_SetB2,,,2001-10-20,2002-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
445,BTH_Rennes_2009_SetA1,BTH_Rennes_2009_SetA1,,,2008-10-20,2009-07-31,NA,,Rennes,48.106,-1.791,,NA,field
446,BTH_Chaux_des_Prés_2009_SetB2,BTH_Chaux_des_Prés_2009_SetB2,,,2008-10-20,2009-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
447,BTH_Orgeval_2000_SetA,BTH_Orgeval_2000_SetA,,,1999-10-20,2000-07-31,NA,,Orgeval,48.838,1.953,,NA,field
448,BTH_Rennes_2004_SetB2,BTH_Rennes_2004_SetB2,,,2003-10-20,2004-07-31,NA,,Rennes,48.106,-1.791,,NA,field
449,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,,,2007-10-20,2008-07-31,NA,,Lusignan,46.4,0.07,,NA,field
450,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,,,2003-10-20,2004-07-31,NA,,Colmar,48.064,7.33,,NA,field
451,BTH_Estrées-Mons_2004_TECH,BTH_Estrées-Mons_2004_TECH,,,2003-10-20,2004-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
452,BTH_Rennes_2005_SetA2_PIETIN-VERSE,BTH_Rennes_2005_SetA2_PIETIN-VERSE,,,2004-10-20,2005-07-31,NA,,Rennes,48.106,-1.791,,NA,field
453,BTH_Le_Moulon_2001_SetB1,BTH_Le_Moulon_2001_SetB1,,,2000-10-20,2001-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
454,BTH_Rennes_2010_SetA1_PIETIN-VERSE,BTH_Rennes_2010_SetA1_PIETIN-VERSE,,,2009-10-20,2010-07-31,NA,,Rennes,48.106,-1.791,,NA,field
455,BTH_Rennes_2009_SetB3_PIETIN-VERSE,BTH_Rennes_2009_SetB3_PIETIN-VERSE,,,2008-10-20,2009-07-31,NA,,Rennes,48.106,-1.791,,NA,field
456,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,,,2003-10-20,2004-07-31,NA,,Rennes,48.106,-1.791,,NA,field
457,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,,,1999-10-20,2000-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
458,BTH_Clermont-Ferrand_2002_TECH,BTH_Clermont-Ferrand_2002_TECH,,,2001-10-20,2002-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
459,BTH_Rennes_2003_SetA1,BTH_Rennes_2003_SetA1,,,2002-10-20,2003-07-31,NA,,Rennes,48.106,-1.791,,NA,field
460,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,,,2006-10-20,2007-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
461,BTH_Le_Moulon_2014_SetA1,BTH_Le_Moulon_2014_SetA1,,,2013-10-20,2014-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
462,BTH_Estrées-Mons_2001_SetB1,BTH_Estrées-Mons_2001_SetB1,,,2000-10-20,2001-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
463,BTH_Orgeval_2011_SetA1,BTH_Orgeval_2011_SetA1,,,2010-10-20,2011-07-31,NA,,Orgeval,48.838,1.953,,NA,field
464,BTH_Rennes_2012_SetA1,BTH_Rennes_2012_SetA1,,,2011-10-20,2012-07-31,NA,,Rennes,48.106,-1.791,,NA,field
465,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,,,2001-10-20,2002-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
466,BTH_Clermont-Ferrand_2010_SetB3,BTH_Clermont-Ferrand_2010_SetB3,,,2009-10-20,2010-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
467,BTH_Rennes_2012_SetB3_PIETIN-VERSE,BTH_Rennes_2012_SetB3_PIETIN-VERSE,,,2011-10-20,2012-07-31,NA,,Rennes,48.106,-1.791,,NA,field
468,BTH_Le_Moulon_2000_SetB3,BTH_Le_Moulon_2000_SetB3,,,1999-10-20,2000-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
469,BTH_Clermont-Ferrand_2014_SetB2,BTH_Clermont-Ferrand_2014_SetB2,,,2013-10-20,2014-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
470,BTH_Le_Moulon_2011_SetA1,BTH_Le_Moulon_2011_SetA1,,,2010-10-20,2011-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
471,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,,,2011-10-20,2012-07-31,NA,,Lusignan,46.4,0.07,,NA,field
472,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,,,2008-10-20,2009-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
473,BTH_Le_Moulon_2012_SetA2,BTH_Le_Moulon_2012_SetA2,,,2011-10-20,2012-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
474,BTH_Orgeval_2012_TECH,BTH_Orgeval_2012_TECH,,,2011-10-20,2012-07-31,NA,,Orgeval,48.838,1.953,,NA,field
475,BTH_Clermont-Ferrand_2006_SetA2,BTH_Clermont-Ferrand_2006_SetA2,,,2005-10-20,2006-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
476,BTH_Rennes_2007_SetB3,BTH_Rennes_2007_SetB3,,,2006-10-20,2007-07-31,NA,,Rennes,48.106,-1.791,,NA,field
477,BTH_Orgeval_2005_SetB3,BTH_Orgeval_2005_SetB3,,,2004-10-20,2005-07-31,NA,,Orgeval,48.838,1.953,,NA,field
478,BTH_Orgeval_2011_SetB3,BTH_Orgeval_2011_SetB3,,,2010-10-20,2011-07-31,NA,,Orgeval,48.838,1.953,,NA,field
479,BTH_Clermont-Ferrand_2009_SetA1,BTH_Clermont-Ferrand_2009_SetA1,,,2008-10-20,2009-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
480,BTH_Chaux_des_Prés_2011_SetB2,BTH_Chaux_des_Prés_2011_SetB2,,,2010-10-20,2011-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
481,BTH_Rennes_2003_SetA2,BTH_Rennes_2003_SetA2,,,2002-10-20,2003-07-31,NA,,Rennes,48.106,-1.791,,NA,field
482,BTH_Estrées-Mons_2003_SetB2,BTH_Estrées-Mons_2003_SetB2,,,2002-10-20,2003-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
483,BTH_Chaux_des_Prés_2013_SetA2,BTH_Chaux_des_Prés_2013_SetA2,,,2012-10-20,2013-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
484,BTH_Clermont-Ferrand_2007_SetB2,BTH_Clermont-Ferrand_2007_SetB2,,,2006-10-20,2007-07-31,NA,,Clermont-Ferrand,45.773,3.144,,NA,field
485,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,,,2001-10-20,2002-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
486,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,,,2004-10-20,2005-07-31,NA,,Le Moulon,48.711,2.16,,NA,field
487,BTH_Dijon_2003_SetB3,BTH_Dijon_2003_SetB3,,,2002-10-20,2003-07-31,NA,,Dijon,47.277,5.094,,NA,field
488,BTH_Chaux_des_Prés_2006_SetB3,BTH_Chaux_des_Prés_2006_SetB3,,,2005-10-20,2006-07-31,NA,,Chaux des Prés,46.512,5.865,,NA,field
489,BTH_Lusignan_2003_SetB2,BTH_Lusignan_2003_SetB2,,,2002-10-20,2003-07-31,NA,,Lusignan,46.4,0.07,,NA,field
490,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,,,2007-10-20,2008-07-31,NA,,Lusignan,46.4,0.07,,NA,field
491,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,,,2007-10-20,2008-07-31,NA,,Lusignan,46.4,0.07,,NA,field
492,BTH_Estrées-Mons_2012_SetA1,BTH_Estrées-Mons_2012_SetA1,,,2011-10-20,2012-07-31,NA,,Estrées-Mons,49.87857,3.007548,85.0,NA,field
493,BTH_Dijon_2002_SetB2,BTH_Dijon_2002_SetB2,,,2001-10-20,2002-07-31,NA,,Dijon,47.277,5.094,,NA,field
