,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,W10,W12,L11,L13,W11,W13,L14,W14,L15,W15,L9,W9
889,NXN2LAV3021022,3361950,Ner12,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3021022,,5.0,1.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3021022,REPLICATE>BLOCK:13,REPLICATE:1",watered,3550.3171856978,219.3,"65,5501162279","67,1130688606",7.7858455882,230,NA,120,"-1,56295263270",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
890,3122water_regimerainfed,3340504,Ner12,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,246.6138714444,67.1473561116,76.6068580509,176.319244744,1763.6075496631,,124.799247826,,,2012,17.8679694674,17.5501851852,17.149877852,111.698,321.714,902.897,-171.0597222222,-218.1206896552,34.261900152,36.0504417112,33.3205720407,,,,,,,,,,,,,,,
891,3122water_regimewatered,3340750,Ner12,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,260.5678116165,66.0074106039,70.3642952865,232.8609263342,3459.1445984629,,114.9092832858,,,2012,17.8679694674,17.5102222222,17.1975065939,111.698,243.666,1007.718,-52.4016666667,-101.1838624339,34.261900152,36.3063903891,33.4356614281,,,,,,,,,,,,,,,
892,NXN2LAV2008040,3361961,Ner12,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008040,,35.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008040,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,1203.5003138016,175.1487058824,"70,1020957105","80,8764113743",2.1079152249,165,NA,120,"-10,77431566380",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
893,NXN2LAV2008025,3361960,Ner12,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008025,,20.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008025,REPLICATE>BLOCK:23,REPLICATE:2",rainfed,3255.5583933756,182.5049411765,"70,1020957105","75,7721262276",5.9415549308,200,NA,130,"-5,67003051710",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
894,NXN2LAV2016014,3361959,Ner12,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2016014,,9.0,6.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2016014,REPLICATE>BLOCK:25,REPLICATE:1",rainfed,2009.6036973175,177.0074117647,"70,1020957105","78,5924166874",3.5571474913,165,NA,125,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
895,NXN2LAV3013035,3361958,Ner12,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3013035,,18.0,9.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3013035,REPLICATE>BLOCK:17,REPLICATE:2",watered,2910.1714215098,277.536,"68,7503943227","74,2429872652",8.0767733564,250,NA,135,"-5,49259294250",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
896,NXN2LAV3001022,3361957,Ner12,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3001022,,5.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3001022,REPLICATE>BLOCK:15,REPLICATE:1",watered,4515.6649616368,190.2235294118,"68,7503943227","72,7618835003",8.5898572664,240,NA,135,"-4,01148917760",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
897,3123water_regimewatered,3340751,Ner12,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,276.9429612557,69.0670143666,76.3271627329,239.375468302,3547.4857442509,,130.5739859605,,,2012,17.0365724553,18.1675925926,17.149877852,204.692,297.637,902.897,-61.1493055556,-104.9267241379,34.3116609873,36.718166685,33.3205720407,,,,,,,,,,,,,,,
898,3123water_regimerainfed,3340505,Ner12,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,210.0754324127,70.1162247895,80.7600253425,177.5220537815,2060.9035542445,,126.5675316217,,,2012,17.0365724553,18.4119341564,16.974416644,204.692,340.405,836.68,-194.6311728395,-218.5053030303,34.3116609873,36.9400066998,33.0263454165,,,,,,,,,,,,,,,
899,NXN2LAV2006020,3361967,Ner12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2006020,,15.0,16.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2006020,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2039.9651845942,203.2270588235,"65,5501162279","71,3778600686",4.1457612457,225,NA,125,"-5,82774384070",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
900,NXN2LAV3006037,3361964,Ner12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3006037,,20.0,16.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3006037,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,4308.9273763644,219.8137647059,"65,5501162279","67,1130688606",9.4716154844,260,NA,105,"-1,56295263270",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
901,NXN2LAV2021032,3361968,Ner12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2021032,,27.0,1.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2021032,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,928.2103195771,198.0757647059,"65,5501162279","80,8764113743",1.8385596886,195,NA,125,"-15,32629514640",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
902,NXN2LAV2006010,3361965,Ner12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2006010,,5.0,16.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2006010,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,1959.1423658379,213.2668235294,"68,7503943227","71,3778600686",4.178200692,230,NA,125,"-2,62746574590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
903,NXN2LAV3014025,3361962,Ner12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3014025,,8.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3014025,REPLICATE>BLOCK:23,REPLICATE:1",watered,3441.7097544576,219.0774117647,"65,5501162279","67,1130688606",7.5400086505,270,NA,115,"-1,56295263270",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
904,3124water_regimewatered,3340752,Ner12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,257.7026021193,65.7145863874,69.4971939693,263.4058096981,3734.6465036792,,106.5589568272,,,2012,17.9164442039,17.4848290598,17.1640916879,106.039,271.57,999.499,-51.5737179487,-100.7688172043,34.5529167754,35.9927042611,33.520621847,,,,,,,,,,,,,,,
905,3124water_regimerainfed,3340506,Ner12,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,240.578228717,66.4410999936,77.1592110513,211.4731680621,1490.0233655727,,127.3047065451,,,2012,17.9164442039,17.6486111111,17.0753143056,106.039,374.014,877.37,-170.2135416667,-217.7543859649,34.5529167754,35.9717745742,33.1782490243,,,,,,,,,,,,,,,
906,NXN2LAV2001019,3361984,Ner12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001019,,14.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001019,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2160.1078536905,221.3205882353,"74,2429872652","75,7721262276",4.7807634083,230,NA,145,"-1,52913896240",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
907,NXN2LAV2016038,3361985,Ner12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2016038,,33.0,6.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2016038,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,401.2021475257,200.4141176471,"74,2429872652","83,5272539732",0.8040657439,165,NA,120,"-9,28426670800",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
908,NXN2LAV2015012,3361983,Ner12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2015012,,7.0,7.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2015012,REPLICATE>BLOCK:19,REPLICATE:1",rainfed,1625.7186682113,218.3922352941,"75,7721262276","83,5272539732",3.5504433391,205,NA,135,"-7,75512774560",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
909,NXN2LAV3010036,3361982,Ner12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3010036,,19.0,12.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3010036,REPLICATE>BLOCK:20,REPLICATE:2",watered,3704.0943426551,238.3736470588,"75,7721262276","77,1954860675",8.8295847751,265,NA,135,"-1,42335983990",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
910,NXN2LAV3016026,3361981,Ner12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3016026,,9.0,6.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3016026,REPLICATE>BLOCK:25,REPLICATE:1",watered,3661.4492579463,237.3787058824,"74,2429872652","78,5924166874",8.6915008651,295,NA,150,"-4,34942942220",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
911,3125water_regimewatered,3340753,Ner12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,291.6510908547,75.4106667518,80.4484339069,278.8926118771,3625.2514148202,,142.1028052798,,,2012,17.082479798,18.4119341564,16.974416644,203.175,249.78,836.68,-60.8796296296,-107.446969697,34.2617272061,36.9400066998,33.0263454165,,,,,,,,,,,,,,,
912,3125water_regimerainfed,3340507,Ner12,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,270.9117174153,74.9148216216,82.7978020047,201.3731186958,1523.7529733611,,133.4595249721,,,2012,17.082479798,18.5507662835,16.8442059513,203.175,322.367,790.708,-197.1896551724,-218.0062893082,34.2617272061,37.0783257957,32.8029760514,,,,,,,,,,,,,,,
913,NXN2LAV3002032,3361987,Ner12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3002032,,15.0,20.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3002032,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,3157.8800373741,244.2861176471,"71,3778600686","74,2429872652",7.7142625433,270,NA,140,"-2,86512719660",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
914,NXN2LAV2007034,3361990,Ner12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2007034,,29.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2007034,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,1474.2283051835,219.2294117647,"70,1020957105","78,5924166874",3.2319420415,180,NA,125,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
915,NXN2LAV2008020,3361989,Ner12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008020,,15.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008020,REPLICATE>BLOCK:8,REPLICATE:2",rainfed,2284.3103413267,240.6214117647,"68,7503943227","77,1954860675",5.4965397924,215,NA,140,"-8,44509174480",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
916,NXN2LAV2015011,3361988,Ner12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2015011,,6.0,7.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2015011,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,1953.4560942533,236.7764705882,"70,1020957105","78,5924166874",4.6253243945,200,NA,140,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
917,NXN2LAV3005027,3361986,Ner12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3005027,,10.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3005027,REPLICATE>BLOCK:30,REPLICATE:1",watered,3361.5175889137,256.7252941176,"72,7618835003","72,7618835003",8.629865917,265,NA,140,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
918,3126water_regimewatered,3340754,Ner12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,291.198201719,71.7949850471,75.6966461624,263.8581935205,3405.8035545368,,136.7748531389,,,2012,17.3923979377,17.7521367521,17.149877852,164.608,260.552,902.897,-58.7612179487,-104.9267241379,34.3003378724,36.5435029682,33.3205720407,,,,,,,,,,,,,,,
919,3126water_regimerainfed,3340508,Ner12,127520,https://doi.org/10.15454/TYSFSI,EZ31_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,273.5608970389,69.8433604757,80.6313499756,198.5039020109,1801.6955100919,,136.0353426751,,,2012,17.3923979377,18.022605364,16.9319200861,164.608,340.405,828.461,-187.5215517241,-219.2916666667,34.3003378724,36.768112332,33.116312638,,,,,,,,,,,,,,,
920,NXN2LAV3019037,3361998,Ner12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3019037,,20.0,3.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3019037,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2531.2111981996,242.9167058824,"70,1020957105","77,1954860675",6.1487348616,235,NA,100,"-7,09339035700",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
921,NXN2LAV2019036,3362001,Ner12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2019036,,31.0,3.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2019036,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,640.6811028858,210.7588235294,"68,7503943227","83,5272539732",1.350291955,155,NA,110,"-14,77685965050",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
922,NXN2LAV2019022,3362000,Ner12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2019022,,17.0,3.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2019022,REPLICATE>BLOCK:13,REPLICATE:2",rainfed,2183.1021565253,229.3241176471,"68,7503943227","78,5924166874",5.0063797578,210,NA,120,"-9,84202236470",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
923,NXN2LAV2019009,3361999,Ner12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2019009,,4.0,3.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2019009,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,2109.240775587,229.7416470588,"70,1020957105","78,5924166874",4.8458044983,200,NA,125,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
924,NXN2LAV3014019,3361997,Ner12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3014019,,2.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3014019,REPLICATE>BLOCK:5,REPLICATE:1",watered,3293.4766074882,222.2924705882,"70,1020957105","74,2429872652",7.321150519,265,NA,130,"-4,14089155470",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
925,3127water_regimewatered,3340755,Ner12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,295.6067443797,70.4486955249,77.8862660431,249.3143673826,3011.7983707394,,113.4913635342,,,2012,17.5737099253,17.8164750958,17.0141592039,149.08,320.192,856.893,-57.525862069,-106.5513392857,34.3225756528,36.7084005106,33.0708841009,,,,,,,,,,,,,,,
926,3127water_regimerainfed,3340509,Ner12,127521,https://doi.org/10.15454/EJEGWP,EZ35_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,278.7522976603,69.0420441516,82.3280230349,188.3416162348,1477.7104884138,,121.1514479559,,,2012,17.5737099253,18.0227430556,16.8442059513,149.08,409.826,790.708,-187.1471354167,-218.0062893082,34.3225756528,36.8111060541,32.8029760514,,,,,,,,,,,,,,,
927,NXN2LAV2015035,3362006,Ner12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2015035,,30.0,7.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2015035,REPLICATE>BLOCK:16,REPLICATE:3",rainfed,1405.3228519366,219.5103529412,"70,1020957105","78,5924166874",3.0848291522,190,NA,125,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
928,NXN2LAV2009022,3362005,Ner12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2009022,,17.0,13.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2009022,REPLICATE>BLOCK:14,REPLICATE:2",rainfed,3022.7752374253,244.498,"70,1020957105","72,7618835003",7.390625,220,NA,140,"-2,65978778980",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
929,NXN2LAV2001015,3362004,Ner12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001015,,10.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001015,REPLICATE>BLOCK:30,REPLICATE:1",rainfed,NA,NA,"70,1020957105","72,7618835003",NA,210,NA,135,"-2,65978778980",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
930,NXN2LAV3005036,3362003,Ner12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3005036,,19.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3005036,REPLICATE>BLOCK:21,REPLICATE:2",watered,3382.0346320346,233.5002352941,"72,7618835003","74,2429872652",7.8970588235,260,NA,135,"-1,48110376490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
931,NXN2LAV3020024,3362002,Ner12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3020024,,7.0,2.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3020024,REPLICATE>BLOCK:19,REPLICATE:1",watered,3378.3783783784,244.8529411765,"70,1020957105","70,1020957105",8.2720588235,250,NA,130,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
932,3128water_regimewatered,3340756,Ner12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,273.6444451986,70.8979165189,74.3185666142,256.9271409595,3429.5196536485,,133.5634888811,,,2012,17.082479798,17.9782828283,17.2190455025,203.175,223.393,945.473,-62.3390151515,-102.6264124294,34.2617272061,36.5077289618,33.6015428167,,,,,,,,,,,,,,,
933,3128water_regimerainfed,3340510,Ner12,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,271.1442394215,70.3068784591,77.7583372871,205.3790288092,2140.6564032045,,131.0608411176,,,2012,17.082479798,18.2968888889,17.0361372259,203.175,299.715,869.151,-194.4333333333,-218.4992559524,34.2617272061,36.9067593766,33.2677156952,,,,,,,,,,,,,,,
934,NXN2LAV2017033,3362018,Ner12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2017033,,28.0,5.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2017033,REPLICATE>BLOCK:10,REPLICATE:3",rainfed,2006.8750248915,242.9230588235,"70,1020957105","78,5924166874",4.8751621972,175,NA,130,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
935,NXN2LAV2001021,3362017,Ner12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001021,,16.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001021,REPLICATE>BLOCK:12,REPLICATE:2",rainfed,2463.5823648407,240.7694117647,"71,3778600686","75,7721262276",5.9315527682,230,NA,150,"-4,39426615900",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
936,NXN2LAV2008006,3362015,Ner12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2008006,,1.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2008006,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,2769.6961522899,247.8317647059,"71,3778600686","77,1954860675",6.8641868512,220,NA,145,"-5,81762599890",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
937,NXN2LAV3013040,3362014,Ner12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3013040,,23.0,9.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3013040,REPLICATE>BLOCK:32,REPLICATE:2",watered,3337.1674005495,256.332,"71,3778600686","72,7618835003",8.5542279412,275,NA,145,"-1,38402343170",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
938,NXN2LAV3013018,3362012,Ner12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3013018,,1.0,9.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3013018,REPLICATE>BLOCK:2,REPLICATE:1",watered,2485.3533956411,243.0632941176,"74,2429872652","74,2429872652",6.0409818339,285,NA,160,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
939,3129water_regimewatered,3340757,Ner12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,301.8217669477,72.878326478,76.2320207656,274.182237202,2865.0619096619,,147.8400879971,,,2012,17.2595275673,17.9542222222,17.149877852,178.819,236.832,902.897,-60.0133333333,-104.9267241379,34.1844729077,36.6940732323,33.3205720407,,,,,,,,,,,,,,,
940,3129water_regimerainfed,3340511,Ner12,127523,https://doi.org/10.15454/QQEUB4,EZ38_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,297.0527771156,70.9126591364,79.4963024385,203.7159535346,2294.6814643741,,139.4345275359,,,2012,17.2595275673,18.2126984127,16.974416644,178.819,340.405,836.68,-191.0282738095,-218.5053030303,34.1844729077,36.9105718308,33.0263454165,,,,,,,,,,,,,,,
941,NXN2LAV3003031,3362026,Ner12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3003031,,14.0,19.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3003031,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,4191.4649154857,248.6787058824,"70,1020957105","70,1020957105",10.4232807093,260,NA,120,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
942,NXN2LAV2001039,3362029,Ner12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001039,,34.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001039,REPLICATE>BLOCK:30,REPLICATE:3",rainfed,1719.9862401101,212.7441176471,"70,1020957105","78,5924166874",3.6591695502,200,NA,130,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
943,NXN2LAV2012028,3362028,Ner12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2012028,,23.0,10.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2012028,REPLICATE>BLOCK:32,REPLICATE:2",rainfed,2306.5904371106,198.3137647059,"68,7503943227","77,1954860675",4.5742863322,215,NA,135,"-8,44509174480",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
944,NXN2LAV2020015,3362027,Ner12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2020015,,10.0,2.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2020015,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,2783.3096491404,237.8861176471,"71,3778600686","74,2429872652",6.6211072664,200,NA,125,"-2,86512719660",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
945,NXN2LAV3021029,3362025,Ner12,127524,https://doi.org/10.15454/3Q2V9S,EZ42_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3021029,,12.0,1.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3021029,REPLICATE>BLOCK:34,REPLICATE:1",watered,3584.3452880654,248.8383529412,"72,7618835003","72,7618835003",8.9192257785,250,NA,120,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
