,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,Check,L9,L11,L13,W9,W11,W13
848,3116water_regimerainfed,3337418,Gai13,127510,https://doi.org/10.15454/I2LIRO,EC169_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,395.6356785712,75.4131347579,77.264974628,152.6561188,1666.6241782661,202.726929301,67.2341637348,,,2013,16.7824378399,21.2866329966,15.9263256549,287.702,216.409,780.426,-71.6319444444,-37.0442708333,30.1340106668,35.9002871682,28.1388976718,,,,,,,,,,,,,,
849,R1014B01111,3355367,Gai13,127511,https://doi.org/10.15454/LQ4CSH,EC175_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01111,,212.0,18.0,"REPLICATE>BLOCK>PLOT:R1014B01111,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",watered,2215.3755868545,321.1705882353,"76,907533587","78,3268313656",7.1151348039,235,295,120,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
850,R1024B01111,3354561,Gai13,127511,https://doi.org/10.15454/LQ4CSH,EC175_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01111,,61.0,7.0,"REPLICATE>BLOCK>PLOT:R1024B01111,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,1846.5909090909,295.4470588235,"76,907533587","82,6769095268",5.4556985294,175,220,85,"-5,76937593980",2013,,,,,,,,,,,,,,,,,,,,,,,,,
851,R1024B02111,3354815,Gai13,127511,https://doi.org/10.15454/LQ4CSH,EC175_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02111,,66.0,17.0,"REPLICATE>BLOCK>PLOT:R1024B02111,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,2347.4178403756,317.8294117647,"76,907533587","84,2066964446",7.4607843137,180,220,70,"-7,29916285760",2013,,,,,,,,,,,,,,,,,,,,,,,,,
852,R1024B03111,3354174,Gai13,127511,https://doi.org/10.15454/LQ4CSH,EC175_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03111,,54.0,22.0,"REPLICATE>BLOCK>PLOT:R1024B03111,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,1658.950617284,359.2588235294,"76,907533587","81,197629786",5.9599264706,165,205,75,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
853,R1014B02111,3354890,Gai13,127511,https://doi.org/10.15454/LQ4CSH,EC175_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02111,,203.0,31.0,"REPLICATE>BLOCK>PLOT:R1014B02111,REPLICATE>BLOCK:23,REPLICATE:2",watered,2277.7777777778,340.5882352941,"73,7103504074","75,3318871563",7.7578431373,250,285,135,"-1,62153674890",2013,,,,,,,,,,,,,,,,,,,,,,,,,
854,3117water_regimewatered,3337665,Gai13,127511,https://doi.org/10.15454/LQ4CSH,EC175_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,365.3011250106,74.6859448943,75.771782171,245.0405536428,2252.9678341215,293.6032200959,126.4896524812,,,2013,16.5345686869,21.3566373737,15.9589978312,242.491,224.113,794.972,-11.1466666667,-7.3461538462,29.6375801386,36.0901245376,28.2708136597,,,,,,,,,,,,,,
855,3117water_regimerainfed,3337419,Gai13,127511,https://doi.org/10.15454/LQ4CSH,EC175_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,367.8819314982,76.6071470916,82.2929451826,173.4817960296,1939.8504205027,219.3013355231,77.2518023324,,,2013,16.5345686869,20.7208947811,15.8660994143,242.491,278.143,718.692,-62.2888888889,-37.5027777778,29.6375801386,35.0119231454,28.1165913135,,,,,,,,,,,,,,
856,R1024B01112,3354068,Gai13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01112,,51.0,3.0,"REPLICATE>BLOCK>PLOT:R1024B01112,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,1541.2414965986,436.3882352941,"79,742995425","81,197629786",6.7257965686,150,185,80,"-1,45463436100",2013,,,,,,,,,,,,,,,,,,,,,,,,,
857,R1024B02112,3354994,Gai13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02112,,70.0,17.0,"REPLICATE>BLOCK>PLOT:R1024B02112,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,2057.6131687243,369.7411764706,"75,3318871563","76,907533587",7.6078431373,150,185,80,"-1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
858,R1014B01112,3355404,Gai13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01112,,213.0,22.0,"REPLICATE>BLOCK>PLOT:R1014B01112,REPLICATE>BLOCK:32,REPLICATE:1",watered,2657.5854700855,354.6705882353,"72,1426344005","72,1426344005",9.4256740196,245,255,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
859,R1024B03112,3355256,Gai13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03112,,75.0,21.0,"REPLICATE>BLOCK>PLOT:R1024B03112,REPLICATE>BLOCK:29,REPLICATE:3",rainfed,2137.4458874459,346.0470588235,"75,3318871563","76,907533587",7.3965686275,155,205,65,"-1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
860,R1014B02112,3354722,Gai13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02112,,200.0,30.0,"REPLICATE>BLOCK>PLOT:R1014B02112,REPLICATE>BLOCK:22,REPLICATE:2",watered,2414.2156862745,389,"72,1426344005","72,1426344005",9.3912990196,245,285,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
861,3118water_regimewatered,3337666,Gai13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,405.5695326288,72.9664029859,72.9821927996,238.3149718405,2506.9810080441,263.9269971091,98.252009634,,,2013,16.7824378399,21.1955459355,16.1512475337,287.702,201.321,842.034,-11.1944444444,-7.3271144279,30.1340106668,35.8786330377,28.4356339872,,,,,,,,,,,,,,
862,3118water_regimerainfed,3337420,Gai13,127512,https://doi.org/10.15454/WY6RQU,EC242C_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,433.0728733106,76.3107156525,78.2247829249,152.1407578619,1855.7561303698,193.085222524,75.2713783106,,,2013,16.7824378399,21.2866329966,15.9263256549,287.702,216.409,780.426,-71.6319444444,-37.0442708333,30.1340106668,35.9002871682,28.1388976718,,,,,,,,,,,,,,
863,R1024B01113,3354520,Gai13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01113,,60.0,3.0,"REPLICATE>BLOCK>PLOT:R1024B01113,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,2170.1388888889,315.5294117647,"81,197629786","87,5082865147",6.8474264706,135,190,65,"-6,31065672870",2013,,,,,,,,,,,,,,,,,,,,,,,,,
864,R1024B02113,3354953,Gai13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02113,,69.0,15.0,"REPLICATE>BLOCK>PLOT:R1024B02113,REPLICATE>BLOCK:23,REPLICATE:2",rainfed,1946.5488215488,423.9529411765,"81,197629786","85,7952931765",8.2524509804,140,190,65,"-4,59766339050",2013,,,,,,,,,,,,,,,,,,,,,,,,,
865,R1014B01113,3354768,Gai13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01113,,200.0,19.0,"REPLICATE>BLOCK>PLOT:R1014B01113,REPLICATE>BLOCK:20,REPLICATE:1",watered,2343.75,367.1294117647,"81,197629786","84,2066964446",8.6045955882,225,300,120,"-3,00906665860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
866,R1024B03113,3355062,Gai13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03113,,72.0,28.0,"REPLICATE>BLOCK>PLOT:R1024B03113,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,1816.8604651163,385.4823529412,"76,907533587","84,2066964446",7.0036764706,155,205,70,"-7,29916285760",2013,,,,,,,,,,,,,,,,,,,,,,,,,
867,R1014B02113,3354447,Gai13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02113,,194.0,28.0,"REPLICATE>BLOCK>PLOT:R1014B02113,REPLICATE>BLOCK:11,REPLICATE:2",watered,1731.7708333333,360,"76,907533587","78,3268313656",6.234375,225,290,115,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
868,3119water_regimewatered,3337667,Gai13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,408.5867451399,78.2454900125,79.9482168479,229.6662621857,2063.4188532057,295.9588834445,119.1475669387,,,2013,16.4984020202,21.000121038,15.9015367632,221.718,229.133,757.103,-10.5172413793,-7.4166666667,29.6656345721,35.3602481155,28.1756682954,,,,,,,,,,,,,,
869,3119water_regimerainfed,3337421,Gai13,127513,https://doi.org/10.15454/7R7CML,EC334_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,429.4074228993,79.0325914821,85.2391935276,149.9313698964,2001.1270555821,195.794952838,66.5504916228,,,2013,16.4984020202,20.7307124273,15.7395106654,221.718,295.154,669.825,-61.0808080808,-36.4856321839,29.6656345721,35.045384351,27.9172483651,,,,,,,,,,,,,,
870,R1024B01114,3354070,Gai13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01114,,51.0,2.0,"REPLICATE>BLOCK>PLOT:R1024B01114,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:2",rainfed,1718.75,359.0588235294,"81,197629786","82,6769095268",6.1713235294,170,200,100,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
871,R1024B02114,3354758,Gai13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02114,,65.0,14.0,"REPLICATE>BLOCK>PLOT:R1024B02114,REPLICATE>BLOCK:22,REPLICATE:2",rainfed,1974.3217054264,382.9529411765,"84,2066964446","85,7952931765",7.5607230392,170,215,80,"-1,58859673190",2013,,,,,,,,,,,,,,,,,,,,,,,,,
872,R1014B01114,3355098,Gai13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01114,,207.0,26.0,"REPLICATE>BLOCK>PLOT:R1014B01114,REPLICATE>BLOCK:36,REPLICATE:1",watered,2708.3333333333,406.5882352941,"76,907533587","78,3268313656",11.0117647059,260,305,160,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
873,R1024B03114,3355392,Gai13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03114,,78.0,21.0,"REPLICATE>BLOCK>PLOT:R1024B03114,REPLICATE>BLOCK:29,REPLICATE:3",rainfed,2186.2139917696,362.1176470588,"81,197629786","82,6769095268",7.9166666667,180,235,80,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
874,R1014B02114,3354124,Gai13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02114,,188.0,32.0,"REPLICATE>BLOCK>PLOT:R1014B02114,REPLICATE>BLOCK:6,REPLICATE:2",watered,2753.8314176245,392.5235294118,"76,907533587","76,907533587",10.8094362745,240,280,130,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
875,3120water_regimewatered,3337668,Gai13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,444.055096251,77.2296628589,78.1792614109,246.9679380116,2791.1993656149,294.5003349019,141.5840286659,,,2013,16.9234175084,21.316969697,15.9263256549,306.933,205.81,780.426,-10.7173913043,-7.2578125,30.2633014398,35.9992187174,28.1388976718,,,,,,,,,,,,,,
876,3120water_regimerainfed,3337422,Gai13,127514,https://doi.org/10.15454/NC19EQ,EA1027_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,414.6869000126,81.8717905791,83.786144847,172.7023408556,1953.6691861617,217.904059271,87.641893691,,,2013,16.9234175084,20.5918614719,15.8339619061,306.933,217.822,693.851,-67.380952381,-37.0762711864,30.2633014398,34.8641451523,28.0344595412,,,,,,,,,,,,,,
877,R1024B01115,3354424,Gai13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01115,,58.0,5.0,"REPLICATE>BLOCK>PLOT:R1024B01115,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,2083.3333333333,398.1176470588,"76,907533587","82,6769095268",8.2941176471,140,175,55,"-5,76937593980",2013,,,,,,,,,,,,,,,,,,,,,,,,,
878,R1024B02115,3354103,Gai13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02115,,52.0,13.0,"REPLICATE>BLOCK>PLOT:R1024B02115,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,1945.1530612245,420.2470588235,"76,907533587","79,742995425",8.1744485294,125,190,50,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
879,R1014B01115,3354867,Gai13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01115,,202.0,20.0,"REPLICATE>BLOCK>PLOT:R1014B01115,REPLICATE>BLOCK:21,REPLICATE:1",watered,2545.1030927835,422.2352941176,"78,3268313656","78,3268313656",10.7463235294,215,265,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
880,R1024B03115,3354849,Gai13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03115,,67.0,22.0,"REPLICATE>BLOCK>PLOT:R1024B03115,REPLICATE>BLOCK:21,REPLICATE:3",rainfed,1966.4115646259,435.2352941176,"76,907533587","81,197629786",8.5585171569,140,205,65,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
881,R1014B02115,3354478,Gai13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02115,,195.0,35.0,"REPLICATE>BLOCK>PLOT:R1014B02115,REPLICATE>BLOCK:18,REPLICATE:2",watered,2654.9796747968,362.7294117647,"76,907533587","73,7103504074",9.6303921569,220,270,100,"3,19718317960",2013,,,,,,,,,,,,,,,,,,,,,,,,,
882,3121water_regimewatered,3337669,Gai13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,442.7255110389,76.6296543379,74.6910764774,222.6889026494,2619.9425105201,268.8432693119,100.9613250986,,,2013,16.1306849747,21.2062065095,16.0261513799,183.9,179.791,817.044,-11.1172839506,-7.3409090909,29.098770688,36.0222440061,28.3210959803,,,,,,,,,,,,,,
883,3121water_regimerainfed,3337423,Gai13,127515,https://doi.org/10.15454/BUYPKE,EP2008-22_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,477.2307703953,76.6577111468,80.8631519933,139.7979030973,2051.622079577,194.1063206242,57.9618451655,,,2013,16.1306849747,20.8772537879,15.8211675325,183.9,256.771,740.064,-57.9635416667,-37.6967213115,29.098770688,35.236210918,28.1430602295,,,,,,,,,,,,,,
884,R1024B03116,3355096,Gai13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03116,,72.0,20.0,"REPLICATE>BLOCK>PLOT:R1024B03116,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,2126.7361111111,317.2235294118,"76,907533587","79,742995425",6.7465073529,145,200,70,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
885,R1024B01116,3354653,Gai13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01116,,63.0,5.0,"REPLICATE>BLOCK>PLOT:R1024B01116,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,1914.0625,353.8823529412,"76,907533587","78,3268313656",6.7735294118,130,185,60,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
886,R1024B02116,3354748,Gai13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02116,,65.0,17.0,"REPLICATE>BLOCK>PLOT:R1024B02116,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,2056.2770562771,337.4411764706,"76,907533587","79,742995425",6.9387254902,140,190,70,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
887,R1014B01116,3355226,Gai13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01116,,209.0,21.0,"REPLICATE>BLOCK>PLOT:R1014B01116,REPLICATE>BLOCK:31,REPLICATE:1",watered,2905.701754386,336.6352941176,"73,7103504074","72,1426344005",9.7816176471,215,260,110,"1,56771600690",2013,,,,,,,,,,,,,,,,,,,,,,,,,
888,R1014B02116,3354175,Gai13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02116,,189.0,29.0,"REPLICATE>BLOCK>PLOT:R1014B02116,REPLICATE>BLOCK:3,REPLICATE:2",watered,2807.9710144928,306.8470588235,"72,1426344005","72,1426344005",8.6161764706,230,270,110,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
889,3122water_regimewatered,3337670,Gai13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,366.6680396961,72.6993037046,71.8102692404,224.0138674353,2782.7640799859,263.8751546849,109.7364634341,,,2013,16.4984020202,21.2299568603,16.1512475337,221.718,201.321,842.034,-11.4131944444,-7.3271144279,29.6656345721,35.9904832722,28.4356339872,,,,,,,,,,,,,,
890,3122water_regimerainfed,3337424,Gai13,127516,https://doi.org/10.15454/I93CVI,EP67_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,383.5517642773,76.4780115699,78.5640802022,139.619246852,2018.5700714756,191.6095440256,67.0075779907,,,2013,16.4984020202,21.1383396465,15.9177007532,221.718,228.651,768.184,-63.3630952381,-37.4232804233,29.6656345721,35.7423998227,28.1294095062,,,,,,,,,,,,,,
891,R1024B01117,3354697,Gai13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01117,,64.0,6.0,"REPLICATE>BLOCK>PLOT:R1024B01117,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,1741.5364583333,275.5764705882,"84,2066964446","90,7357803826",4.7992647059,150,205,75,"-6,52908393800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
892,R1024B02117,3354279,Gai13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02117,,56.0,15.0,"REPLICATE>BLOCK>PLOT:R1024B02117,REPLICATE>BLOCK:5,REPLICATE:2",rainfed,2243.5897435897,273,"81,197629786","85,7952931765",6.125,140,195,60,"-4,59766339050",2013,,,,,,,,,,,,,,,,,,,,,,,,,
893,R1014B01117,3354467,Gai13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01117,,194.0,18.0,"REPLICATE>BLOCK>PLOT:R1014B01117,REPLICATE>BLOCK:10,REPLICATE:1",watered,2667.297979798,284.1882352941,"78,3268313656","84,2066964446",7.5801470588,215,270,120,"-5,87986507900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
894,R1024B03117,3355161,Gai13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03117,,73.0,24.0,"REPLICATE>BLOCK>PLOT:R1024B03117,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,2166.0052910053,271.6411764706,"76,907533587","85,7952931765",5.8837622549,175,200,70,"-8,88775958950",2013,,,,,,,,,,,,,,,,,,,,,,,,,
895,R1014B02117,3355294,Gai13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02117,,211.0,32.0,"REPLICATE>BLOCK>PLOT:R1014B02117,REPLICATE>BLOCK:33,REPLICATE:2",watered,3093.4343434343,287.6823529412,"76,907533587","76,907533587",8.8992647059,230,280,105,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
896,3123water_regimewatered,3337671,Gai13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,335.3331018895,76.3900981201,79.5338730899,230.126328857,2865.8024439813,283.2482741869,116.2621621596,,,2013,17.0705970418,21.1229424682,15.9177007532,332.422,228.651,768.184,-10.6992753623,-7.3015873016,30.4688392578,35.6879855831,28.1294095062,,,,,,,,,,,,,,
897,3123water_regimerainfed,3337425,Gai13,127517,https://doi.org/10.15454/NI7BTY,EP72_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,316.3030273869,80.7043625727,87.4644624205,156.7834886881,2022.2952677306,198.2160285155,68.965198476,,,2013,17.0705970418,20.5140578196,15.6740502104,332.422,288.792,650.121,-68.1551724138,-36.4444444444,30.4688392578,34.7899411045,27.8374700872,,,,,,,,,,,,,,
898,R1024B01118,3354476,Gai13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01118,,59.0,2.0,"REPLICATE>BLOCK>PLOT:R1024B01118,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,1588.1147540984,262.6588235294,"76,907533587","81,197629786",4.1713235294,175,205,80,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
899,R1024B02118,3355221,Gai13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02118,,74.0,16.0,"REPLICATE>BLOCK>PLOT:R1024B02118,REPLICATE>BLOCK:33,REPLICATE:2",rainfed,1984.126984127,276.8294117647,"76,907533587","79,742995425",5.4926470588,160,210,80,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
900,R1014B01118,3354461,Gai13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01118,,194.0,21.0,"REPLICATE>BLOCK>PLOT:R1014B01118,REPLICATE>BLOCK:13,REPLICATE:1",watered,2996.7948717949,287.5294117647,"75,3318871563","72,1426344005",8.6166666667,225,270,110,"3,18925275580",2013,,,,,,,,,,,,,,,,,,,,,,,,,
901,R1024B03118,3354257,Gai13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03118,,56.0,26.0,"REPLICATE>BLOCK>PLOT:R1024B03118,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,1880.4112554113,341.0647058824,"75,3318871563","78,3268313656",6.4134191176,200,225,900,"-2,99494420930",2013,,,,,,,,,,,,,,,,,,,,,,,,,
902,R1014B02118,3354793,Gai13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02118,,201.0,35.0,"REPLICATE>BLOCK>PLOT:R1014B02118,REPLICATE>BLOCK:27,REPLICATE:2",watered,2481.6176470588,304.4,"72,1426344005","73,7103504074",7.5540441176,255,310,145,"-1,56771600690",2013,,,,,,,,,,,,,,,,,,,,,,,,,
903,3124water_regimewatered,3337672,Gai13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,331.6694814664,73.9634346535,72.545122602,239.9397723148,2780.4598500469,288.203284453,129.149156048,,,2013,16.1306849747,21.167983683,16.1512475337,183.9,177.051,842.034,-11.2980769231,-7.3271144279,29.098770688,36.0279873184,28.4356339872,,,,,,,,,,,,,,
904,3124water_regimerainfed,3337426,Gai13,127518,https://doi.org/10.15454/VGU01X,EP77_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,336.1321870757,76.5134015158,79.5702884514,179.7418204568,1867.5198298581,211.9447595251,82.8928489279,,,2013,16.1306849747,21.0907373737,15.8693190251,183.9,228.651,768.184,-59.8888888889,-37.4232804233,29.098770688,35.791442226,28.1109740235,,,,,,,,,,,,,,
905,R1024B01119,3354155,Gai13,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01119,,53.0,8.0,"REPLICATE>BLOCK>PLOT:R1024B01119,REPLICATE>BLOCK:7,REPLICATE:1",rainfed,1636.9047619048,384.8764705882,"89,1385341643","90,7357803826",6.3000612745,180,220,90,"-1,59724621830",2013,,,,,,,,,,,,,,,,,,,,,,,,,
906,R1024B02119,3355274,Gai13,127519,https://doi.org/10.15454/DBYYTN,EZ18_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02119,,75.0,12.0,"REPLICATE>BLOCK>PLOT:R1024B02119,REPLICATE>BLOCK:29,REPLICATE:2",rainfed,2280.4054054054,317.3294117647,"89,1385341643","90,7357803826",7.2363970588,180,240,100,"-1,59724621830",2013,,,,,,,,,,,,,,,,,,,,,,,,,
