,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,L9,L11,L13,W9,W11,W13,L8,W8,L15,W15
366,1186,3342475,Mar13,127439,https://doi.org/10.15454/J1WKMB,F7001_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1186.0,,8.0,33.0,"REPLICATE>BLOCK>PLOT:1186,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,3225.6565575524,246,"68,9775284053","73,0115533369",7.9351151316,239,262,125,"-4,03402493160",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,3040water_regimewatered,3339626,Mar13,127439,https://doi.org/10.15454/J1WKMB,F7001_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,292.3233978804,70.8463329408,72.3106648172,288.9529454316,3312.2296939049,319.1796521889,144.9735364747,,,2013,16.6974666667,17.9969444444,16.5486349607,300.426,238.341,1199.06,-112.1755176302,-94.9980633243,31.5311777121,34.3369068605,30.938950204,,,,,,,,,,,,,,,,,
368,3040water_regimerainfed,3339380,Mar13,127439,https://doi.org/10.15454/J1WKMB,F7001_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,262.798148641,69.0857822845,71.6858130131,240.7634893173,2700.0833234847,265.0577617777,128.6976729297,,,2013,16.6974666667,17.9969444444,16.7284660895,300.426,265.27,1199.06,-197.5417227735,-166.6692698876,31.5311777121,34.3369068605,30.9739449642,,,,,,,,,,,,,,,,,
369,269,3343364,Mar13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,269.0,,15.0,3.0,"REPLICATE>BLOCK>PLOT:269,REPLICATE>BLOCK:3,REPLICATE:2",watered,3343.6410319277,345,"68,9775284053","67,6265019604",11.5355615602,241,268,111,"1,35102644490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,101,3343083,Mar13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,101.0,,3.0,10.0,"REPLICATE>BLOCK>PLOT:101,REPLICATE>BLOCK:15,REPLICATE:1",watered,2880.6185470966,343,"68,9775284053","66,1421419741",9.8805216165,236,262,107,"2,83538643120",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,1255,3342877,Mar13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1255.0,,18.0,34.0,"REPLICATE>BLOCK>PLOT:1255,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,1654.2595973106,312,"67,6265019604","73,0115533369",5.1612899436,212,242,81,"-5,38505137650",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,753,3342618,Mar13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,753.0,,12.0,18.0,"REPLICATE>BLOCK>PLOT:753,REPLICATE>BLOCK:36,REPLICATE:1",rainfed,2346.4411828293,313,"70,3112532024","71,6416376017",7.3443609023,217,243,75,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,881,3342849,Mar13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,881.0,,18.0,9.0,"REPLICATE>BLOCK>PLOT:881,REPLICATE>BLOCK:18,REPLICATE:2",rainfed,1717.235210212,311,"68,9775284053","73,0115533369",5.3406015038,206,240,73,"-4,03402493160",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,3041water_regimewatered,3339627,Mar13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,344.0949525691,69.184802258,66.9506165415,239.5579979283,3119.9367284011,265.6909097285,109.1554539956,,,2013,17.2521376812,17.3568783069,17.5244980104,226.16,188.434,1275.896,-112.4899665674,-95.0850957572,32.3074397376,33.3997831417,31.7986263337,,,,,,,,,,,,,,,,,
375,3041water_regimerainfed,3339381,Mar13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,311.7075981826,69.2317846203,72.4844613362,211.7989808614,1778.695845675,241.8683158332,76.4974358397,,,2013,17.2521376812,17.5525462963,16.5486349607,226.16,265.27,1199.06,-189.3545151602,-167.2929686522,32.3074397376,33.6507584747,30.938950204,,,,,,,,,,,,,,,,,
376,419,3343591,Mar13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,419.0,,24.0,9.0,"REPLICATE>BLOCK>PLOT:419,REPLICATE>BLOCK:24,REPLICATE:2",watered,3352.812649699,361,"68,9775284053","66,1421419741",12.1036536654,229,256,108,"2,83538643120",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,170,3343042,Mar13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,170.0,,1.0,16.0,"REPLICATE>BLOCK>PLOT:170,REPLICATE>BLOCK:25,REPLICATE:1",watered,3099.3844906384,357,"67,6265019604","64,6062487951",11.0648026316,223,257,110,"3,02025316530",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,885,3342890,Mar13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,885.0,,19.0,10.0,"REPLICATE>BLOCK>PLOT:885,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,2692.7257903796,332,"66,1421419741","73,0115533369",8.9398496241,206,237,72,"-6,86941136280",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1140,3342196,Mar13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1140.0,,1.0,34.0,"REPLICATE>BLOCK>PLOT:1140,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,2527.3653820179,334,"70,3112532024","71,6416376017",8.4414003759,214,237,69,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,682,3342219,Mar13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,682.0,,2.0,19.0,"REPLICATE>BLOCK>PLOT:682,REPLICATE>BLOCK:26,REPLICATE:1",rainfed,2408.9822365582,331,"67,6265019604","71,6416376017",7.973731203,204,232,81,"-4,01513564130",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,3042water_regimewatered,3339628,Mar13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,358.7348966691,68.4209767442,65.3967142448,225.9584177794,3426.4411458297,257.0274613487,109.471160447,,,2013,16.9321333333,17.6022875817,17.7125910621,281.656,193.208,1298.492,-113.2704676053,-96.7489727482,31.8481405452,34.0159932845,31.9358854646,,,,,,,,,,,,,,,,,
382,3042water_regimerainfed,3339382,Mar13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,332.4992015259,67.7823211253,72.0492256125,207.8531418851,2684.447117521,235.5561637465,73.8803952211,,,2013,16.9321333333,17.8187830688,16.5486349607,281.656,292.64,1199.06,-195.5900298812,-167.2929686522,31.8481405452,34.1332638483,30.938950204,,,,,,,,,,,,,,,,,
383,387,3343491,Mar13,127442,https://doi.org/10.15454/RPM9FH,F924_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,387.0,,20.0,13.0,"REPLICATE>BLOCK>PLOT:387,REPLICATE>BLOCK:20,REPLICATE:2",watered,4469.4757555896,304,"66,1421419741","66,1421419741",13.587206297,252,286,122,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,180,3343053,Mar13,127442,https://doi.org/10.15454/RPM9FH,F924_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,180.0,,2.0,17.0,"REPLICATE>BLOCK>PLOT:180,REPLICATE>BLOCK:26,REPLICATE:1",watered,3913.6339824972,305,"66,1421419741","63,2119003379",11.9365836466,253,287,125,"2,93024163620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,870,3342809,Mar13,127442,https://doi.org/10.15454/RPM9FH,F924_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,870.0,,17.0,9.0,"REPLICATE>BLOCK>PLOT:870,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,2412.0983611372,320,"67,6265019604","70,3112532024",7.7187147556,230,263,88,"-2,68475124200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1025,3342265,Mar13,127442,https://doi.org/10.15454/RPM9FH,F924_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1025.0,,3.0,24.0,"REPLICATE>BLOCK>PLOT:1025,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,2741.289833224,298,"70,3112532024","74,4159683044",8.169043703,239,267,97,"-4,10471510200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,532,3342278,Mar13,127442,https://doi.org/10.15454/RPM9FH,F924_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,532.0,,4.0,1.0,"REPLICATE>BLOCK>PLOT:532,REPLICATE>BLOCK:4,REPLICATE:1",rainfed,3504.8128132832,300,"66,1421419741","71,6416376017",10.5144384398,233,265,98,"-5,49949562760",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,3043water_regimewatered,3339629,Mar13,127442,https://doi.org/10.15454/RPM9FH,F924_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,304.5803279592,66.2019113754,64.5660493675,251.9811944647,4187.9046490026,286.409179376,123.1313081784,,,2013,16.8291880342,17.3355555556,18.0424808693,303.905,192.432,1323.507,-112.138714757,-97.8576670571,31.7793814321,33.998760267,32.1609874425,,,,,,,,,,,,,,,,,
389,3043water_regimerainfed,3339383,Mar13,127442,https://doi.org/10.15454/RPM9FH,F924_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,307.1992851433,68.0242053277,72.0560560254,234.4820463346,2920.6298353196,265.1942272896,94.3040621566,,,2013,16.8291880342,17.9969444444,16.5486349607,303.905,292.64,1185.169,-197.5417227735,-167.2929686522,31.7793814321,34.3369068605,30.938950204,,,,,,,,,,,,,,,,,
390,371,3343424,Mar13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,371.0,,17.0,14.0,"REPLICATE>BLOCK>PLOT:371,REPLICATE>BLOCK:17,REPLICATE:2",watered,4127.2473646741,301,"70,3112532024","70,3112532024",12.4230145677,256,278,135,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,242,3343284,Mar13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,242.0,,11.0,18.0,"REPLICATE>BLOCK>PLOT:242,REPLICATE>BLOCK:35,REPLICATE:1",watered,4835.3784917592,302,"68,9775284053","71,6416376017",14.6028430451,258,284,128,"-2,66410919640",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,938,3342695,Mar13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,938.0,,14.0,15.0,"REPLICATE>BLOCK>PLOT:938,REPLICATE>BLOCK:26,REPLICATE:2",rainfed,2521.3557254788,309,"70,3112532024","74,4159683044",7.7909891917,211,238,103,"-4,10471510200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1242,3342796,Mar13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1242.0,,16.0,33.0,"REPLICATE>BLOCK>PLOT:1242,REPLICATE>BLOCK:34,REPLICATE:3",rainfed,1871.2761359417,324,"71,6416376017","71,6416376017",6.0629346805,197,228,94,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,681,3342220,Mar13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,681.0,,2.0,20.0,"REPLICATE>BLOCK>PLOT:681,REPLICATE>BLOCK:26,REPLICATE:1",rainfed,4740.8860951885,303,"71,6416376017","75,946557825",14.3648848684,201,230,89,"-4,30492022330",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,3044water_regimewatered,3339630,Mar13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,301.9081656351,69.7776965756,71.0638337917,256.4818797657,4467.180292291,280.1294620736,130.4082325727,,,2013,17.0269907407,17.6304232804,16.7807617845,266.271,239.446,1238.775,-113.8798237213,-93.7203413598,32.0990879072,33.641747763,31.1176476499,,,,,,,,,,,,,,,,,
396,3044water_regimerainfed,3339384,Mar13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,312.0087067779,70.9227379162,74.0122137238,202.4433390121,3371.8812281542,232.1627632488,95.3793771795,,,2013,17.0269907407,18.0256944444,16.0356719978,266.271,288.354,1149.047,-197.0504480139,-164.7073222157,32.0990879072,34.0459247865,30.2902498374,,,,,,,,,,,,,,,,,
397,1013,3342187,Mar13,127444,https://doi.org/10.15454/UX5L2C,W23_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1013.0,,1.0,26.0,"REPLICATE>BLOCK>PLOT:1013,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1827.5219876259,271,"64,6062487951","67,6265019604",4.9525845865,245,275,100,"-3,02025316530",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,771,3342719,Mar13,127444,https://doi.org/10.15454/UX5L2C,W23_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,771.0,,15.0,1.0,"REPLICATE>BLOCK>PLOT:771,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,2355.2778430451,272,"64,6062487951","68,9775284053",6.4063557331,248,274,109,"-4,37127961020",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,715,3342414,Mar13,127444,https://doi.org/10.15454/UX5L2C,W23_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,715.0,,7.0,15.0,"REPLICATE>BLOCK>PLOT:715,REPLICATE>BLOCK:31,REPLICATE:1",rainfed,2461.7346938776,273,"63,2119003379","67,6265019604",6.7205357143,251,279,109,"-4,41460162250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,67,3343260,Mar13,127444,https://doi.org/10.15454/UX5L2C,W23_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,67.0,,10.0,4.0,"REPLICATE>BLOCK>PLOT:67,REPLICATE>BLOCK:10,REPLICATE:1",watered,2904.4768062024,289,"68,9775284053","70,3112532024",8.3939379699,267,300,122,"-1,33372479710",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,420,3343592,Mar13,127444,https://doi.org/10.15454/UX5L2C,W23_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,420.0,,24.0,8.0,"REPLICATE>BLOCK>PLOT:420,REPLICATE>BLOCK:24,REPLICATE:2",watered,2757.3613395468,288,"68,9775284053","70,3112532024",7.9412006579,265,299,124,"-1,33372479710",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,3045water_regimewatered,3339631,Mar13,127444,https://doi.org/10.15454/UX5L2C,W23_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,288.0662565588,69.0705962617,70.2982622077,265.427804013,2857.9577160376,299.0819609912,122.2732077752,,,2013,17.3197101449,17.5233333333,16.9531991342,189.636,239.446,1210.993,-109.6097557119,-93.7577279961,32.3321347715,33.6051128489,31.1753947275,,,,,,,,,,,,,,,,,
403,3045water_regimerainfed,3339385,Mar13,127444,https://doi.org/10.15454/UX5L2C,W23_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,270.5629481524,64.1530033572,68.1269363116,248.0050901441,2226.2049401732,276.012565877,106.0305222736,,,2013,17.3197101449,17.3881642512,17.394007215,189.636,283.455,1275.896,-178.6936306156,-169.9349807939,32.3321347715,33.4805350197,31.4982577387,,,,,,,,,,,,,,,,,
404,260,3343353,Mar13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,260.0,,14.0,7.0,"REPLICATE>BLOCK>PLOT:260,REPLICATE>BLOCK:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2493.5676133403,404,"70,3112532024","71,6416376017",10.0740131579,237,271,113,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,1016,3342229,Mar13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1016.0,,2.0,28.0,"REPLICATE>BLOCK>PLOT:1016,REPLICATE>BLOCK:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1617.8599483784,335,"70,3112532024","74,4159683044",5.4198308271,219,254,82,"-4,10471510200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,99,3343080,Mar13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,99.0,,3.0,8.0,"REPLICATE>BLOCK>PLOT:99,REPLICATE>BLOCK:15,REPLICATE:1",watered,2760.8306176447,368,"70,3112532024","71,6416376017",10.1598566729,253,280,117,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,964,3342858,Mar13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,964.0,,18.0,17.0,"REPLICATE>BLOCK>PLOT:964,REPLICATE>BLOCK:30,REPLICATE:2",rainfed,2758.3094033945,307,"68,9775284053","75,946557825",8.4680098684,219,250,87,"-6,96902941970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,689,3342257,Mar13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,689.0,,3.0,17.0,"REPLICATE>BLOCK>PLOT:689,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,2771.3931344755,305,"68,9775284053","75,946557825",8.4527490602,221,257,97,"-6,96902941970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,3046water_regimewatered,3339632,Mar13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,385.4664155721,70.275656987,71.654207383,245.0900920499,2687.6803285446,275.6314149472,114.7883022769,,,2013,17.3405902778,17.5525462963,16.7284660895,228.449,265.27,1199.06,-109.290091151,-95.0374261573,32.429509429,33.6507584747,30.9739449642,,,,,,,,,,,,,,,,,
410,3046water_regimerainfed,3339386,Mar13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,316.7845406152,69.5310736968,75.3433958162,219.4678042599,2403.5859448744,253.935859765,88.6582495765,,,2013,17.3405902778,17.8856837607,16.0088069888,228.449,315.283,1149.047,-192.8853573336,-165.4726265575,32.429509429,33.9267866768,30.1908740915,,,,,,,,,,,,,,,,,
411,257,3343318,Mar13,127446,https://doi.org/10.15454/ALXSGY,W9_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,257.0,,13.0,5.0,"REPLICATE>BLOCK>PLOT:257,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,3900.920012634,244,"71,6416376017","71,6416376017",9.5182448308,201,222,79,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,3047water_regimewatered,3339633,Mar13,127446,https://doi.org/10.15454/ALXSGY,W9_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,245.6267929285,71.0883309974,72.3214052532,196.9891075391,3457.7230613903,223.0943556339,80.4909679771,,,2013,17.2521376812,17.5525462963,16.5486349607,226.16,238.341,1185.169,-109.290091151,-94.9980633243,32.3074397376,33.6507584747,30.938950204,,,,,,,,,,,,,,,,,
